,Tweet Posted Time (UTC),Tweet Content,Tweet Location
260685,26/04/2020,Also  donated a total of 421 bags of rice to every household and a sum of Rs. 2 20 000/- to Suruhoto town to ease the impact of the lockdown.,Nagaland
260686,26/04/2020,Sir i am permanent resident of bokajan(karbiAnlong) Sir I came to Guwahati before lockdown for treatment of my son of age 3 year old he have hearing http://prblm.Now we are living here at my relatives house.I call 104 for ASTC service but I got no respone.Pls Help me sir,Nagaland
267564,27/04/2020,We're all in the middle of a pandemic. There's no room for any stigma or discrimination. Let's volunteer to fight misinformation  spread health literacy &amp; tackle the COVID-19 together! #IndiaFightsCorona @narendramodi @PIBKohima @MyGovNagaland @mygovindia @PIB_India @BJP4India,Nagaland
267565,27/04/2020,India Post keeps up with the spirit of last mile delivery even during these critical times. #IndiaFightsCorona @narendramodi @MyGovNagaland @mygovindia @BJP4India @IndiaPostOffice @PIBKohima @PIB_India ,Nagaland
276892,27/04/2020,We're all in the middle of a pandemic. There's no room for any stigma or discrimination. Let's volunteer to fight misinformation  spread health literacy & tackle the COVID-19 together! #IndiaFightsCorona @narendramodi @PIBKohima @MyGovNagaland @mygovindia @PIB_India @BJP4India,Nagaland
276893,27/04/2020,Wish the concern department had a little knowledge of Farming that needs to connects a Market chain to supply in assisting the Farmers. #Nagaland #Wokha #FarmersInDistress Lockdown effect: Tomatoes rot in Wokha ,Nagaland
276894,27/04/2020,@anandips04 Sir i am permanent resident of bokajan(karbiAnlong) Sir I came to Guwahati before lockdown for treatment of my son of age 3 year old he have hearing prblm we are living here at my relatives house.I call 104 for ASTC service but I got no respon,Nagaland
291973,28/04/2020,Here is how the Self Help Group (SHG) Didis are leading the fight against the COVID-19 pandemic. #IndiaFightsCorona @MyGovNagaland @BJP4India @PIBKohima @PIB_India @narendramodi,Nagaland
291974,28/04/2020,Ayurveda gives us different ways & measures which can be adopted to strengthen our immunity. It can prove to be a big boost in our fight against COVID-19 Pandemic. #IndiaFightsCorona @narendramodi @MoHFW_INDIA @MyGovNagaland @mygovindia @moayush @BJP4India,Nagaland
291975,28/04/2020,Lifeline UDAN is spearheading the fight against the COVID-19 pandemic. #IndiaFightsCorona https://transformingindia.mygov.in/covid-19/ @narendramodi @MyGovNagaland @mygovindia @PIBKohima @PIB_India @BJP4India,Nagaland
300909,28/04/2020,Here is how the Self Help Group (SHG) Didis are leading the fight against the COVID-19 pandemic. #IndiaFightsCorona @MyGovNagaland @BJP4India @PIBKohima @PIB_India @narendramodi,Nagaland
300910,28/04/2020,Ayurveda gives us different ways & measures which can be adopted to strengthen our immunity. It can prove to be a big boost in our fight against COVID-19 Pandemic. #IndiaFightsCorona @narendramodi @MoHFW_INDIA @MyGovNagaland @mygovindia @moayush @BJP4India,Nagaland
300911,28/04/2020,Lifeline UDAN is spearheading the fight against the COVID-19 pandemic. #IndiaFightsCorona https://transformingindia.mygov.in/covid-19/ @narendramodi @MyGovNagaland @mygovindia @PIBKohima @PIB_India @BJP4India,Nagaland
314492,29/04/2020,Take a look at how the supply of Food grains is gathering momentum amidst COVID-19. #IndiaFightsCorona @narendramodi @MyGovNagaland @mygovindia @BJP4India @PIBKohima @PIB_India ,Nagaland
314493,29/04/2020,India signs $1.5 billion loan with Asian Development Bank to support the governmentâs response to #COVID19Pandemic; focusing on immediate priorities such as disease containment &amp; prevention  as well as social protection for the poor #IndiaFightsCorona https://cutt.ly/3ys5400,Nagaland
322147,29/04/2020,Targeting essential services providers and their families during #COVID19Pandemic will weaken our fight against COVID-19 As responsible citizens  one must follow these Do's and Don'ts and respect our #CoronaWarriors Down-pointing triangle Read: https://mohfw.gov.in/pdf/AddressingSocialStigmaAssociatedwithCOVID19.pdf,Nagaland
322148,29/04/2020,Take a look at how the supply of Food grains is gathering momentum amidst COVID-19. #IndiaFightsCorona @narendramodi @MyGovNagaland @mygovindia @BJP4India @PIBKohima @PIB_India,Nagaland
333411,29/04/2020,Targeting essential services providers and their families during #COVID19Pandemic will weaken our fight against COVID-19 As responsible citizens  one must follow these Do's and Don'ts and respect our #CoronaWarriors Down-pointing triangle Read: https://mohfw.gov.in/pdf/AddressingSocialStigmaAssociatedwithCOVID19.pdf,Nagaland
333412,29/04/2020,Take a look at how the supply of Food grains is gathering momentum amidst COVID-19. #IndiaFightsCorona @narendramodi @MyGovNagaland @mygovindia @BJP4India @PIBKohima @PIB_India,Nagaland
342599,30/04/2020,I spent times with my parents  worship and pray together to get rid of this covid19 from the world. looking after the pets  plants flower and also know how to cook in this very lockdown.,Nagaland
342600,30/04/2020,Everything you need to know about #AarogyaSetuApp By downloading the #AarogyaSetuApp  you can lend your support towards defeating the #COVID-19 pandemic IOS: https://apple.co/2UFdCV5 Android:https://bit.ly/2R7AavA #IndiaFightsCorona Watch here: ,Nagaland
342601,30/04/2020,Region wise details of #Covid-19 Control Rooms to deal with complaints /distress calls in Central Sphere. #IndiaFightsCorona #SocialSecurity @narendramodi @MyGovNagaland @mygovindia @BJP4India,Nagaland
342602,30/04/2020,Advisory on Homemade Protective Face Mask. #IndiaFightsCorona #CoronavirusOutbreak #SocialSecurity #StayHomeStaySafe @narendramodi @MyGovNagaland @mygovindia @PIB_India ,Nagaland
350571,30/04/2020,Everything you need to know about #AarogyaSetuApp By downloading the #AarogyaSetuApp  you can lend your support towards defeating the #COVID-19 pandemic IOS: https://apple.co/2UFdCV5 Android:https://bit.ly/2R7AavA #IndiaFightsCorona Watch here:,Nagaland
350572,30/04/2020,Region wise details of #Covid-19 Control Rooms to deal with complaints /distress calls in Central Sphere. #IndiaFightsCorona #SocialSecurity @narendramodi @MyGovNagaland @mygovindia @BJP4India,Nagaland
350573,30/04/2020,I spent times with my parents  worship and pray together to get rid of this covid19 from the world. looking after the pets  plants flower and also know how to cook in this very lockdown.,Nagaland
362071,30/04/2020,Everything you need to know about #AarogyaSetuApp By downloading the #AarogyaSetuApp  you can lend your support towards defeating the #COVID-19 pandemic IOS: https://apple.co/2UFdCV5 Android:https://bit.ly/2R7AavA #IndiaFightsCorona Watch here:,Nagaland
362072,30/04/2020,Region wise details of #Covid-19 Control Rooms to deal with complaints /distress calls in Central Sphere. #IndiaFightsCorona #SocialSecurity @narendramodi @MyGovNagaland @mygovindia @BJP4India,Nagaland
362073,30/04/2020,I spent times with my parents  worship and pray together to get rid of this covid19 from the world. looking after the pets  plants flower and also know how to cook in this very lockdown.,Nagaland
371329,01/05/2020, tweet-content ,Nagaland
371330,01/05/2020, tweet-content ,Nagaland
371494,01/05/2020, tweet-content ,Nagaland
371495,01/05/2020, tweet-content ,Nagaland
372688,01/05/2020,Several Measures taken by ESIC to extend relief to Insured Persons (IPs) and Employers during the COVID-19 pandemic #IndiaFightsCorona #ESIC #CoronavirusOutbreak #SocialSecurity #StayHomeStaySafe @narendramodi @MyGovNagaland @mygovindia @BJP4India @PIB_India,Nagaland
372689,01/05/2020,I won't even be surprise if the lockdown gets extended till the end of the year. #LockdownExtended,Nagaland
372690,01/05/2020,Barring the containment zones  movement of stranded persons is allowed during the lockdown. Take a glance to know more! #IndiaFightsCorona @narendramodi @MoHFW_INDIA @PIBHomeAffairs @PIBKohima @PIB_India @MyGovNagaland,Nagaland
372691,01/05/2020,Over 3 25 000 people using âJanaushadhi Sugamâ Mobile App to locate their nearest Pradhan Mantri Janaushadhi Kendra (PMJAK) and availability of affordable generic medicine with its price  amid the nationwide #lockdown https://cutt.ly/OygRFSF @narendramodi @MyGovNagaland,Nagaland
374348,01/05/2020,Several Measures taken by ESIC to extend relief to Insured Persons (IPs) and Employers during the COVID-19 pandemic #IndiaFightsCorona #ESIC #CoronavirusOutbreak #SocialSecurity #StayHomeStaySafe @narendramodi @MyGovNagaland @mygovindia @BJP4India @PIB_India,Nagaland
374349,01/05/2020,I won't even be surprise if the lockdown gets extended till the end of the year. #LockdownExtended,Nagaland
374350,01/05/2020,Barring the containment zones  movement of stranded persons is allowed during the lockdown. Take a glance to know more! #IndiaFightsCorona @narendramodi @MoHFW_INDIA @PIBHomeAffairs @PIBKohima @PIB_India @MyGovNagaland,Nagaland
374351,01/05/2020,Over 3 25 000 people using âJanaushadhi Sugamâ Mobile App to locate their nearest Pradhan Mantri Janaushadhi Kendra (PMJAK) and availability of affordable generic medicine with its price  amid the nationwide #lockdown https://cutt.ly/OygRFSF @narendramodi @MyGovNagaland,Nagaland
376026,01/05/2020,Several Measures taken by ESIC to extend relief to Insured Persons (IPs) and Employers during the COVID-19 pandemic #IndiaFightsCorona #ESIC #CoronavirusOutbreak #SocialSecurity #StayHomeStaySafe @narendramodi @MyGovNagaland @mygovindia @BJP4India @PIB_India,Nagaland
376027,01/05/2020,I won't even be surprise if the lockdown gets extended till the end of the year. #LockdownExtended,Nagaland
376028,01/05/2020,Barring the containment zones  movement of stranded persons is allowed during the lockdown. Take a glance to know more! #IndiaFightsCorona @narendramodi @MoHFW_INDIA @PIBHomeAffairs @PIBKohima @PIB_India @MyGovNagaland,Nagaland
376029,01/05/2020,Over 3 25 000 people using âJanaushadhi Sugamâ Mobile App to locate their nearest Pradhan Mantri Janaushadhi Kendra (PMJAK) and availability of affordable generic medicine with its price  amid the nationwide #lockdown https://cutt.ly/OygRFSF @narendramodi @MyGovNagaland,Nagaland
376030,01/05/2020,Several Measures taken by ESIC to extend relief to Insured Persons (IPs) and Employers during the COVID-19 pandemic #IndiaFightsCorona #ESIC #CoronavirusOutbreak #SocialSecurity #StayHomeStaySafe @narendramodi @MyGovNagaland @mygovindia @BJP4India @PIB_India,Nagaland
376031,01/05/2020,I won't even be surprise if the lockdown gets extended till the end of the year. #LockdownExtended,Nagaland
376032,01/05/2020,Barring the containment zones  movement of stranded persons is allowed during the lockdown. Take a glance to know more! #IndiaFightsCorona @narendramodi @MoHFW_INDIA @PIBHomeAffairs @PIBKohima @PIB_India @MyGovNagaland,Nagaland
376033,01/05/2020,Over 3 25 000 people using âJanaushadhi Sugamâ Mobile App to locate their nearest Pradhan Mantri Janaushadhi Kendra (PMJAK) and availability of affordable generic medicine with its price  amid the nationwide #lockdown https://cutt.ly/OygRFSF @narendramodi @MyGovNagaland,Nagaland
394251,01/05/2020,Several Measures taken by ESIC to extend relief to Insured Persons (IPs) and Employers during the COVID-19 pandemic #IndiaFightsCorona #ESIC #CoronavirusOutbreak #SocialSecurity #StayHomeStaySafe @narendramodi @MyGovNagaland @mygovindia @BJP4India @PIB_India,Nagaland
394252,01/05/2020,I won't even be surprise if the lockdown gets extended till the end of the year. #LockdownExtended,Nagaland
394253,01/05/2020,Barring the containment zones  movement of stranded persons is allowed during the lockdown. Take a glance to know more! #IndiaFightsCorona @narendramodi @MoHFW_INDIA @PIBHomeAffairs @PIBKohima @PIB_India @MyGovNagaland,Nagaland
394254,01/05/2020,Over 3 25 000 people using âJanaushadhi Sugamâ Mobile App to locate their nearest Pradhan Mantri Janaushadhi Kendra (PMJAK) and availability of affordable generic medicine with its price  amid the nationwide #lockdown https://cutt.ly/OygRFSF @narendramodi @MyGovNagaland,Nagaland
429694,03/05/2020,An abrupt increase of price of products in Shops  Grocery stores  Gas station is another thrilling feature that COVID-19 carries along. #Raise_Voice #People_of_Nagaland @NagalandToday,Nagaland
430511,03/05/2020,An abrupt increase of price of products in Shops  Grocery stores  Gas station is another thrilling feature that COVID-19 carries along. #Raise_Voice #People_of_Nagaland @NagalandToday,Nagaland
442326,03/05/2020,An abrupt increase of price of products in Shops  Grocery stores  Gas station is another thrilling feature that COVID-19 carries along. #Raise_Voice #People_of_Nagaland @NagalandToday,Nagaland
452453,04/05/2020,Indian technology workforce is delivering innovative solutions to combat COVID-19 The IIT-Alumni have developed a COVID-19 test bus while CMERI has developed a robotic device HCARD to contain the spread of infection among Corona Warriors and patients. @narendramodi @MoHFW_INDIA,Nagaland
453269,04/05/2020,Indian technology workforce is delivering innovative solutions to combat COVID-19 The IIT-Alumni have developed a COVID-19 test bus while CMERI has developed a robotic device HCARD to contain the spread of infection among Corona Warriors and patients. @narendramodi @MoHFW_INDIA,Nagaland
464914,04/05/2020,Indian technology workforce is delivering innovative solutions to combat COVID-19 The IIT-Alumni have developed a COVID-19 test bus while CMERI has developed a robotic device HCARD to contain the spread of infection among Corona Warriors and patients. @narendramodi @MoHFW_INDIA,Nagaland
475941,05/05/2020,Heartfelt gratitude to Shri. @bhaichung15 Padma Shri  Arjuna Awardee  &amp; former Captain of the Indian football team  for donating to the Task Force of Suruhoto Sub Division under Zunheboto Dist. to overcome the effects of COVID-19 pandemic. @MyGovNagaland @Neiphiu_Rio @AlongImna,Nagaland
494090,05/05/2020,Heartfelt gratitude to Shri. @bhaichung15 Padma Shri  Arjuna Awardee  &amp; former Captain of the Indian football team  for donating to the Task Force of Suruhoto Sub Division under Zunheboto Dist. to overcome the effects of COVID-19 pandemic. @MyGovNagaland @Neiphiu_Rio @AlongImna,Nagaland
616701,12/05/2020,Hon'ble PM @narendramodi Ji announces 20 lakh crore economic package  nearly 10% of GDP. A historic step that will give relief to all sections of society. This will make the country more globally competitive &amp; give impetus to be a global superpower. #Covid19 #aatmanirbharbharat,Nagaland
634914,13/05/2020,PM CARES Fund Trust allocates Rs 3 100 crore to combat coronavirus COVID-19 ,Nagaland
634915,13/05/2020,PM CARES Fund Trust allocates Rs 3 100 crore to combat coronavirus COVID-19 ,Nagaland
634916,13/05/2020,Indiaâs medical facilities are ready to take the COVID challenge head-on. India is adequately equipped with 1 76 786 beds in 871 Dedicated COVID Hospitals (DCHs) and 1 37 023 beds in 2 077 Dedicated COVID Health Centres (DCHCs). Daily testing capacity has reached to 95 000. ,Nagaland
634917,13/05/2020,PM CARES Fund Trust allocates Rs 3 100 crore to combat coronavirus COVID-19 ,Nagaland
650572,14/05/2020,COVID 19 Anthem~ 2019- Everyday is a new day~ 2020- Everyday is a death day~,Nagaland
650573,14/05/2020,Zapami village of Chakhesang community constructing a common graveyard during the #lockdown period. #Nagaland,Nagaland
650574,14/05/2020,I thank Shri @narendramodi Ji and Smt. @nsitharaman Ji for announcing a series of progressive measures which will boost food security  credit to farmers as well as street vendors. #AatmaNirbharBharatPackage #COVID19,Nagaland
650575,14/05/2020,COVID 19 Anthem~ 2019- Everyday is a new day~ 2020- Everyday is a death day~,Nagaland
662679,15/05/2020,Know how Science and Technology is strengthening India's fight against the COVID-19 pandemic. 'Swasthya Vayu' is designed with indigenous equipment and technology. It will be able to treat moderate or moderate level severe corona patients. @narendramodi #IndiaFightsCorona,Nagaland
662680,15/05/2020,Know how Science and Technology is strengthening India's fight against the COVID-19 pandemic. 'Swasthya Vayu' is designed with indigenous equipment and technology. It will be able to treat moderate or moderate level severe corona patients. @narendramodi #IndiaFightsCorona,Nagaland
662681,15/05/2020,Instead of giving us suggestion on covid19  provide us loan. Or this app become instructional app on covid19 and not loan app.,Nagaland
676285,16/05/2020,Social Distancing is an effective way to slow down the spread of #COVID19 Practice Social Distancing as it will help us to fight against this pandemic. Stay Home Stay Safe @narendramodi @MyGovNagaland @mygovindia @PIBKohima @PIB_India,Nagaland
682169,17/05/2020,#AtmanirbharBharatPackage provides a big encouragement to promote the #MSME sector  and also plans to give direct support to Farmers &amp; Rural Economy post #COVID19. @narendramodi @MyGovNagaland @PIBKohima @PIB_India @BJP4India @mygovindia,Nagaland
687814,18/05/2020,#IndiaFightsCorona: It is important to be physically active during #lockdown. #WHO suggests: Adults should do 30 minutes of physical activity daily. Children should be physically active for 1 hour daily. #StayFitAtHome @narendramodi @MyGovNagaland @mygovindia,Nagaland
693735,19/05/2020,Amid the coronavirus pandemic BJP Wokha District is actively participating in different activities along with the rest of the District to prevent the virus. BJP Wokha District distributed Masks and Hand Sanitizer in different locations. https://m.facebook.com/story.php?story_fbid=3294268677264041&amp;id=2448518358505748 @BJP4Nagaland,Nagaland
699478,20/05/2020,1. First comment: DOOR LOCKED 06/05/20 2. Second Comment: DOOR LOCKED 08/05/2020 3.Third comment: INSUFFICIENT ADDRESS 11/05/2020 There are 3 people residing there with atleast TWO people always available. How can the door be locked during this lockdown?,Nagaland
699479,20/05/2020,#AatmanirbharBharat As a major relief to farmers during #COVID19  GoI announced the creation of an Agri Infrastructure Fund worth INR 1 Lakh Cr to strengthen farm-gate infrastructure. Find similar updates at http://bit.ly/II_BIP #EconomicPackage @narendramodi @BJP4India,Nagaland
716308,23/05/2020,#IndiaFightsCorona Here are the SOPs released by @MoCA_GoI to ensure passengers' safety as domestic air travel commences in a phased manner! For similar updates  visit: https://bit.ly/II_BIP #coronavirus #CoronavirusIndia @narendramodi @HardeepSPuri @MyGovNagaland,Nagaland
716309,23/05/2020,@RBI announces reduction in major policy rates to revive growth and mitigate the impact of COVID-19; Exporters can now avail bank loans for higher period  More time for importers to pay for imports. @narendramodi @MyGovNagaland @nsitharaman @mygovindia @P,Nagaland
716310,23/05/2020,@RBI announces reduction in major policy rates to revive growth and mitigate the impact of COVID-19; Exporters can now avail bank loans for higher period  More time for importers to pay for imports. @narendramodi @MyGovNagaland @nsitharaman @mygovindia @P,Nagaland
716311,23/05/2020,Humanity prevails in this #COVID19 pandemic. A heartfelt message was sent by a quarantiner to one of the doctors on duty at GHSS quarantine facility Wokha after his discharge. @NagalandNhm @HealthNagaland @MyGovNagaland,Nagaland
721811,24/05/2020,#IndiaFightsCorona @IndiaDST along with @MoHFW_INDIA launched #COVIDKatha - a multimedia guide for mass awareness -available on smartphones  desktop &amp; other devices. Find similar updates at: http://bit.ly/II_BIP #CoronavirusIndia #COVID19 @narendramodi @MyGovNagaland,Nagaland
727489,24/05/2020,#IndiaFightsCorona @IndiaDST along with @MoHFW_INDIA launched #COVIDKatha - a multimedia guide for mass awareness -available on smartphones  desktop &amp; other devices. Find similar updates at: http://bit.ly/II_BIP #CoronavirusIndia #COVID19 @narendramodi @MyGovNagaland,Nagaland
729678,25/05/2020,#IndiaFightsCorona #BreakTheChain of transmission with these steps if someone in your family is under home quarantine for #Coronavirus. Find similar updates at: http://bit.ly/II_BIP #StayHomeStaySafe #COVID19Pandemic @narendramodi @MoHFW_INDIA @mygovindia,Nagaland
729679,25/05/2020,To weather the fallout of COVID-19 pandemic on the working class  ESIC has extended support in terms of various Cash Benefits to Insured Persons (IPs) and their beneficiaries to ease any hardship found by them during the crisis period. #IndiaFightsCorona @narendramodi,Nagaland
729680,25/05/2020,To weather the fallout of COVID-19 pandemic on the working class  ESIC has extended support in terms of various Cash Benefits to Insured Persons (IPs) and their beneficiaries to ease any hardship found by them during the crisis period. #IndiaFightsCorona @narendramodi,Nagaland
746770,28/05/2020,The positive thing about Covid 19 is that everyone is becoming more wiser and more humane.,Nagaland
746771,28/05/2020,Health workers in #Wokha district are performing institutional and home deliveries in spite of #covidcrisis #lockdown @NagalandNhm @NNagaland,Nagaland
746772,28/05/2020,Dy. CM @YanthungoPatton call for a closed door meeting with civil societies of Wokha including Lotha Hoho  Lotha Eloe Hoho  Lotha Students Union &amp; Lotha Youth Hoho and listened to their problems in the face of #COVID19 crisis. @BJP4India @BJP4Nagaland @JPNadda @narendramodi,Nagaland
746773,28/05/2020,The positive thing about Covid 19 is that everyone is becoming more wiser and more humane.,Nagaland
752185,29/05/2020,Visited Zunheboto town today along with Hon'ble Minister Shri. G. Kaito Aye & had a meeting on the current COVID-19 pandemic situation in Nagaland. The preparedness of Zunheboto Town Administration  ZSTF  &amp; Health workers is really commendable. @MyGovNagaland @BJP4Nagaland,Nagaland
752186,29/05/2020,Itâs everywhere fighting for Covid 19 @saving life in tribal society ,Nagaland
752187,29/05/2020,Visited Zunheboto town today along with Hon'ble Minister Shri. G. Kaito Aye & had a meeting on the current COVID-19 pandemic situation in Nagaland. The preparedness of Zunheboto Town Administration  ZSTF  &amp; Health workers is really commendable. @MyGovNagaland @BJP4Nagaland,Nagaland
752188,29/05/2020,Itâs everywhere fighting for Covid 19 @saving life in tribal society ,Nagaland
768972,01/06/2020,Arsenal Supporters' Club Nagaland donated 1000 kilos of rice today to @IndianRedCross to be distributed to the needy and the underprivileged as part of our Covid-19 Relief Drive. Speaking on behalf of ASCN in my capacity as Secretary.. #COYG #Dimapur #Nagaland #COVID19India,Nagaland
768973,01/06/2020,The Ministry of Home Affairs has given permission to start the hotel  restaurants and hospitality services in the tourism sector from 8th June '20 in a phased manner. Post Lockdown Protocols to be issued soon! @narendramodi @MyGovNagaland @mygovindia @BJP4India,Nagaland
768974,01/06/2020,Arsenal Supporters' Club Nagaland donated 1000 kilos of rice today to @IndianRedCross to be distributed to the needy and the underprivileged as part of our Covid-19 Relief Drive. Speaking on behalf of ASCN in my capacity as Secretary.. #COYG #Dimapur #Nagaland #COVID19India,Nagaland
784367,04/06/2020,Many NAGAS don't like lockdown  many grown up nagas doesn't follow social distancing in the market places if you don't believe go and have alook by yourself in the market.Many are adamant but silently and slowly coronavirus has already reached.Lockdown now to stop spreed corona.,Nagaland
784368,04/06/2020,Government committed to the cause of farmer welfare Series of steps announced as part of #AtmanirbharBharatAbhiyan 9.54 crore farmer families benefited under #PMKisan Amount of Rs. 8090 crore paid during #lockdown under PM Fasal Bima Yojana https://pib.gov.in/PressReleasePage.aspx?PRID=1629033,Nagaland
784369,04/06/2020,Many NAGAS don't like lockdown  many grown up nagas doesn't follow social distancing in the market places if you don't believe go and have alook by yourself in the market.Many are adamant but silently and slowly coronavirus has already reached.Lockdown now to stop spreed corona.,Nagaland
