,Tweet Posted Time (UTC),Tweet Content,Tweet Location
23,01/03/2020,How to prevent corona virus? Use cowdung cakes for Holika dahan  &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash  Turmeric etc #AdoptVedicHoliPreventCorona,Dadra and Nagar Haveli
349,03/03/2020,@BCCI @rsprasad @drharshvardhan @HMOIndia @PMOIndia @narendramodi IPL tournament to be cancelled this year as CORONA VIRUS spread in huge public gathering,Dadra and Nagar Haveli
2747,09/03/2020,#ProtectYourself from #coronavirus #spreadawarness,Dadra and Nagar Haveli
3425,11/03/2020,So finally all Burqa wearing people are safe from #coronavirus ??,Dadra and Nagar Haveli
5858,14/03/2020,@nsitharamanoffc @PMOIndia @AmitShahOffice @nsitharamanoffc looking at the pandemic declared corona virus Govt must put directive to banks to not charge interests on loans for 03-04 Months ahead to help people survive. Loans under 05 Crore must be include,Dadra and Nagar Haveli
5859,14/03/2020,@AmitShahOffice @PMOIndia @AmitShahOffice @nsitharamanoffc looking at the pandemic declared corona virus Govt must put directive to banks to not charge interests on loans for 03-04 Months ahead to help people survive. Loans under 05 Crore must be included,Dadra and Nagar Haveli
5860,14/03/2020,@PMOIndia @PMOIndia @AmitShahOffice @nsitharamanoffc looking at the pandemic declared corona virus Govt must put directive to banks to not charge interests on loans for 03-04 Months ahead to help people survive. Loans under 05 Crore must be included to sa,Dadra and Nagar Haveli
5861,14/03/2020,@PMOIndia @AmitShahOffice @nsitharamanoffc looking at the pandemic declared corona virus Govt must put directive to banks to not charge interests on loans for 03-04 Months ahead to help people survive. Loans under 05 Crore must be included to save small b,Dadra and Nagar Haveli
6977,14/03/2020,@nsitharamanoffc @PMOIndia @AmitShahOffice @nsitharamanoffc looking at the pandemic declared corona virus Govt must put directive to banks to not charge interests on loans for 03-04 Months ahead to help people survive. Loans under 05 Crore must be include,Dadra and Nagar Haveli
6978,14/03/2020,@AmitShahOffice @PMOIndia @AmitShahOffice @nsitharamanoffc looking at the pandemic declared corona virus Govt must put directive to banks to not charge interests on loans for 03-04 Months ahead to help people survive. Loans under 05 Crore must be included,Dadra and Nagar Haveli
6979,14/03/2020,@PMOIndia @PMOIndia @AmitShahOffice @nsitharamanoffc looking at the pandemic declared corona virus Govt must put directive to banks to not charge interests on loans for 03-04 Months ahead to help people survive. Loans under 05 Crore must be included to sa,Dadra and Nagar Haveli
6980,14/03/2020,@PMOIndia @AmitShahOffice @nsitharamanoffc looking at the pandemic declared corona virus Govt must put directive to banks to not charge interests on loans for 03-04 Months ahead to help people survive. Loans under 05 Crore must be included to save small b,Dadra and Nagar Haveli
7689,15/03/2020,Due to corona virus temp set 27 don't worry..It's helpful ,Dadra and Nagar Haveli
7690,15/03/2020,@SwetaSinghAT why arenât any news channel showing data of people recovered from Covid19 only showing infected data and Death toll would panic people and stress them.,Dadra and Nagar Haveli
8853,15/03/2020,Due to corona virus temp set 27 don't worry..It's helpful ,Dadra and Nagar Haveli
9588,16/03/2020,US researchers gave the first shot to the first person in a test of an experimental #coronavirus vaccine today - leading off a worldwide hunt for protection even as the pandemic surges #CoronavirusOutbreak #Corona,Dadra and Nagar Haveli
9589,16/03/2020,1 meter distance  and you can stop the corona virus from spreading! #CoronavirusOutbreak #coronavirus ,Dadra and Nagar Haveli
10958,16/03/2020,US researchers gave the first shot to the first person in a test of an experimental #coronavirus vaccine today - leading off a worldwide hunt for protection even as the pandemic surges #CoronavirusOutbreak #Corona,Dadra and Nagar Haveli
10959,16/03/2020,1 meter distance  and you can stop the corona virus from spreading! #CoronavirusOutbreak #coronavirus ,Dadra and Nagar Haveli
11842,17/03/2020,Sir please re use our old steam engine or diesel engine for destroy corona virus on railways by steam... @RailMinIndia @WesternRly @PiyushGoyal @PiyushGoyalOffc @narendramodi @PMOIndia @AmitShah @,Dadra and Nagar Haveli
13484,17/03/2020,Sir please re use our old steam engine or diesel engine for destroy corona virus on railways by steam... @RailMinIndia @WesternRly @PiyushGoyal @PiyushGoyalOffc @narendramodi @PMOIndia @AmitShah @,Dadra and Nagar Haveli
17131,19/03/2020,Is #coronavirus the #SwachhBharatMission 2.0 Making the world a more cleaner and hygienic place to live in A master strategy by @narendramodi Now this is #wahmodijiwah,Dadra and Nagar Haveli
17132,19/03/2020,All things are possible when you believe. #JanataCurfew #coronavirus,Dadra and Nagar Haveli
17133,19/03/2020,@PMOIndia @narendramodi Historic speech by PM Modi sir. No world leader could have influenced the citizens this way. India will make 22nd March a historic day &amp; world will observe PM Modi s great leadership. Salute to you!! #coronavirus #jantacurfew #,Dadra and Nagar Haveli
17134,19/03/2020,Can we attack Pakistan now .? Clouds of #coronavirus there they won't be able to see,Dadra and Nagar Haveli
17135,19/03/2020,@PMOIndia @CMOGuj @mygovindia @vijayrupanibjp @collectorvalsad #coronavirus #CoronavirusOutbreak Also sir plz consider this problem for other chemical industries in Southern Gujarat.,Dadra and Nagar Haveli
17136,19/03/2020,@mygovindia @PMOIndia My father works in JBF Industries Ltd. in Sarigam  Gujarat. There is no provision of work from home in company. As the city is near to Surat  where there is confirmed case of coronavirus  I am very much worried. Plz look into this ma,Dadra and Nagar Haveli
17137,19/03/2020,We urge everyone to take proper precautions and safety measures in this tragic time. Do not panic and avoid visiting the crowded places. #SafeDNH #Coronavirus #Funnfitnessweekends #DamangangaRiverfront #Staysafe @prafulkpatel @tapasyaraghav @Comdoab @MoHFW_INDIA @tourismgoi,Dadra and Nagar Haveli
17138,19/03/2020,In review of the current information regarding COVID-19recommendations Department of Tourism hereby informs that the FunnFitness activities organised during Weekends @DamanGangaRiverfront will be temporarily cancelled as precautionary measure to prevent the spread of #Coronavirus,Dadra and Nagar Haveli
17139,19/03/2020,Black pepper  Dried ginger powder/ sonth  pippli etc are herbs which we Indians take more often. Now these herbs are considered to be useful in Corona virus infection too. #VirtuesOfSanatanCulture,Dadra and Nagar Haveli
17140,19/03/2020,How scientifically and spiritually great our Sanatan culture is  it is seen and understood by the spread of Corona virus in the present time. #VirtuesOfSanatanCulture,Dadra and Nagar Haveli
17141,19/03/2020,The WHO has reported that not a single vegetarian person has been infected with the corona virus. And our Eternal Culture has always inspired us to become vegetarian. What a glory of Indian culture !! #VirtuesOfSanatanCulture,Dadra and Nagar Haveli
19025,19/03/2020,In review of the current information regarding COVID-19recommendations Department of Tourism hereby informs that the FunnFitness activities organised during Weekends @DamanGangaRiverfront will be temporarily cancelled as precautionary measure to prevent the spread of #Coronavirus,Dadra and Nagar Haveli
19979,19/03/2020,Is #coronavirus the #SwachhBharatMission 2.0 Making the world a more cleaner and hygienic place to live in A master strategy by @narendramodi Now this is #wahmodijiwah,Dadra and Nagar Haveli
19980,19/03/2020,All things are possible when you believe. #JanataCurfew #coronavirus,Dadra and Nagar Haveli
19981,19/03/2020,@PMOIndia @narendramodi Historic speech by PM Modi sir. No world leader could have influenced the citizens this way. India will make 22nd March a historic day &amp; world will observe PM Modi s great leadership. Salute to you!! #coronavirus #jantacurfew #,Dadra and Nagar Haveli
19982,19/03/2020,Can we attack Pakistan now .? Clouds of #coronavirus there they won't be able to see,Dadra and Nagar Haveli
19983,19/03/2020,@PMOIndia @CMOGuj @mygovindia @vijayrupanibjp @collectorvalsad #coronavirus #CoronavirusOutbreak Also sir plz consider this problem for other chemical industries in Southern Gujarat.,Dadra and Nagar Haveli
19984,19/03/2020,@mygovindia @PMOIndia My father works in JBF Industries Ltd. in Sarigam  Gujarat. There is no provision of work from home in company. As the city is near to Surat  where there is confirmed case of coronavirus  I am very much worried. Plz look into this ma,Dadra and Nagar Haveli
19985,19/03/2020,We urge everyone to take proper precautions and safety measures in this tragic time. Do not panic and avoid visiting the crowded places. #SafeDNH #Coronavirus #Funnfitnessweekends #DamangangaRiverfront #Staysafe @prafulkpatel @tapasyaraghav @Comdoab @MoHFW_INDIA @tourismgoi,Dadra and Nagar Haveli
19986,19/03/2020,In review of the current information regarding COVID-19recommendations Department of Tourism hereby informs that the FunnFitness activities organised during Weekends @DamanGangaRiverfront will be temporarily cancelled as precautionary measure to prevent the spread of #Coronavirus,Dadra and Nagar Haveli
19987,19/03/2020,Black pepper  Dried ginger powder/ sonth  pippli etc are herbs which we Indians take more often. Now these herbs are considered to be useful in Corona virus infection too. #VirtuesOfSanatanCulture,Dadra and Nagar Haveli
19988,19/03/2020,How scientifically and spiritually great our Sanatan culture is  it is seen and understood by the spread of Corona virus in the present time. #VirtuesOfSanatanCulture,Dadra and Nagar Haveli
19989,19/03/2020,The WHO has reported that not a single vegetarian person has been infected with the corona virus. And our Eternal Culture has always inspired us to become vegetarian. What a glory of Indian culture !! #VirtuesOfSanatanCulture,Dadra and Nagar Haveli
19990,19/03/2020,In review of the current information regarding COVID-19recommendations Department of Tourism hereby informs that the FunnFitness activities organised during Weekends @DamanGangaRiverfront will be temporarily cancelled as precautionary measure to prevent the spread of #Coronavirus,Dadra and Nagar Haveli
21422,20/03/2020,KW bmc not to remove debris fr Vasant Bldg at juhu.100 tons lying open to transmit corona virus widely in the area. KW collided with encroachers so the debris dumped. Direct th ward in anti corona interest @MCGM_BMC @AUThackeray,Dadra and Nagar Haveli
21423,20/03/2020,Life might be painful right now  But remember pain is temporary. Life might be confusing right now  But remember it's worked out before. Every time you've been worried in the past  it's now a memory. Don't stress  everything will be fine. You've got this  focus. #coronavirus,Dadra and Nagar Haveli
21424,20/03/2020,True Words - As we are in Quarantine  Mother Earth is healing #coronavirus,Dadra and Nagar Haveli
21425,20/03/2020,@tourism_sil Australian banks offer business loan relief  government readies coronavirus stimulus ,Dadra and Nagar Haveli
23047,20/03/2020,In dnh most of people coming out state in Companies. Best to close down all private firm for Covid 19 precautions. @SandeepSingh_me @DrVKDas1 @DP_DNH @dnhaveli_admin @MoHFW_INDIA,Dadra and Nagar Haveli
23048,20/03/2020,Need to lockdown all states for few days. This step will stop further spreading @narendramodi @PMOIndia,Dadra and Nagar Haveli
24131,20/03/2020,KW bmc not to remove debris fr Vasant Bldg at juhu.100 tons lying open to transmit corona virus widely in the area. KW collided with encroachers so the debris dumped. Direct th ward in anti corona interest @MCGM_BMC @AUThackeray,Dadra and Nagar Haveli
24132,20/03/2020,Life might be painful right now  But remember pain is temporary. Life might be confusing right now  But remember it's worked out before. Every time you've been worried in the past  it's now a memory. Don't stress  everything will be fine. You've got this  focus. #coronavirus,Dadra and Nagar Haveli
24133,20/03/2020,True Words - As we are in Quarantine  Mother Earth is healing #coronavirus,Dadra and Nagar Haveli
24134,20/03/2020,Protect yourself then you will be protected for corona virus (COVID19) ,Dadra and Nagar Haveli
24135,20/03/2020,Protect yourself then you will be protected for corona virus (COVID19) ,Dadra and Nagar Haveli
24136,20/03/2020,@tourism_sil Australian banks offer business loan relief  government readies coronavirus stimulus ,Dadra and Nagar Haveli
24137,20/03/2020,In dnh most of people coming out state in Companies. Best to close down all private firm for Covid 19 precautions. @SandeepSingh_me @DrVKDas1 @DP_DNH @dnhaveli_admin @MoHFW_INDIA,Dadra and Nagar Haveli
24138,20/03/2020,Need to lockdown all states for few days. This step will stop further spreading @narendramodi @PMOIndia,Dadra and Nagar Haveli
25630,21/03/2020,AC Milan announce that Paolo Maldini and son Daniel Maldini have both tested positive for the coronavirus #CoronavirusPandemic #coronavirus ,Dadra and Nagar Haveli
25631,21/03/2020,This time to Stay safe in home with family so we are ready for tomorrow. #StayHomeStaySafe #CoronavirusPandemic #coronavirus ,Dadra and Nagar Haveli
25632,21/03/2020,Why dont we take up lockdown as a timely routine drill for the Earth to Heal? Even after the outbreak is over? Even Earth needs a break from pollution. #EarthIsHealing #Coronavirus,Dadra and Nagar Haveli
25633,21/03/2020,Indian Council of Medical Research (ICMR) issues guidelines for #COVID19 testing by private laboratories. Maximum cost for testing samples capped at Rs 4 500 (Rs 1 500 for screening test for likely cases &amp; additional Rs 3 000 for confirmation test). #CoronavirusPandemic,Dadra and Nagar Haveli
25634,21/03/2020,Curfew of the people  by the people  for the people to fight #COVID19. As a responsible citizen  come forward &amp; respond to PM @narendramodiâs call for Janta Curfew by taking the âI Support Janta Curfewâ pledge. #IndiaFightsCorona,Dadra and Nagar Haveli
25635,21/03/2020,Curfew of the people  by the people  for the people to fight #COVID19. As a responsible citizen  come forward &amp; respond to PM @narendramodiâs call for Janta Curfew by taking the âI Support Janta Curfewâ pledge. #IndiaFightsCorona,Dadra and Nagar Haveli
25636,21/03/2020,Curfew of the people  by the people  for the people to fight #COVID19. As a responsible citizen  come forward &amp; respond to PM @narendramodiâs call for Janta Curfew by taking the âI Support Janta Curfewâ pledge. #IndiaFightsCorona ,Dadra and Nagar Haveli
25637,21/03/2020,Curfew of the people  by the people  for the people to fight #COVID19. As a responsible citizen  come forward &amp; respond to PM @narendramodiâs call for Janta Curfew by taking the âI Support Janta Curfewâ pledge. #IndiaFightsCorona ,Dadra and Nagar Haveli
31507,22/03/2020,@narendramodi thanks for Janta curfew and thanks to all the people who r fighting with the deadliest corona virus to safeguard India. Bt stupidity was seen today when we were told to thanks those people who r fighting for us by clapping hands or ringing b,Dadra and Nagar Haveli
31508,22/03/2020,Sir need to lockdown India for 10 days this will stop spreading #coronavirus ,Dadra and Nagar Haveli
31509,22/03/2020,huge sound of taali and thali in my area  we all appreciate the efforts of healthcare industries and social workers during this tough time. It was like India got independent again #JantaCurfew #coronavirus,Dadra and Nagar Haveli
31510,22/03/2020,RT if you felt a lump in your throat. The feeling that being Indian is not limited to seeing the flags on 15 August & 26 January. #JantaGratitude #JantaCurfew #TaaliBajao #coronavirus,Dadra and Nagar Haveli
31511,22/03/2020,People coming out in balconies and windows supporting the Janta curfew.. The feeling is same as we feel looking at our national flag. We stand together in isolation and will fight back the corona virus.#CoronavirusPandemic #JantaCurfew â at Vapi,Dadra and Nagar Haveli
31512,22/03/2020,A request: please think about the birds  cats & dogs. We live in a complex urban ecosystem where they live off what we discard. Please put some food out for them #JanataCurfew #lockdown #CoronavirusPandemic #coronavirus #COVIDã¼19 #JantaCurfewMarch22,Dadra and Nagar Haveli
31513,22/03/2020,COVID19 A salute to all those doctors  nurses  medical  and national staff who are risking their lives and saving our country and society from this terrible disaster. JAI HIND,Dadra and Nagar Haveli
31514,22/03/2020,Curfew of the people  by the people  for the people to fight #COVID19. As a responsible citizen  come forward &amp; respond to PM @narendramodiâs call for Janta Curfew by taking the âI Support Janta Curfewâ pledge. #IndiaFightsCoronavirus,Dadra and Nagar Haveli
31515,22/03/2020,Surgical Mask Worth more then 50 lac seized #dnh #JantaCurfew #Covid_19india #COVID19outbreak #mask #IndiaFightsCorona ,Dadra and Nagar Haveli
34930,22/03/2020,THANK YOU INDIA. You all did a great job until now. Lets follow the instructions of the Government & STAY SAFE. #5baje5minute #Covid_19india #JantaCurfew,Dadra and Nagar Haveli
34931,22/03/2020,Surgical Mask Worth more then 50 lac seized #dnh #JantaCurfew #Covid_19india #COVID19outbreak #mask #IndiaFightsCorona,Dadra and Nagar Haveli
34932,22/03/2020,@dmhsdnh @SandeepSingh_me @prafulkpatel for precaution of Covid-19 sanitization campaign required to all roads  Society  Public places  Gardens  Town n all villages of DNH. @MohanDelkar @SMC_SIL @Comdoab @DP_DNH @MoHFW_INDIA @hashtaguts @dnhdaman @krunald,Dadra and Nagar Haveli
34933,22/03/2020,lockdown deaclared so far for some states those up to 31st but in WB it is upto 27th  is there any special formula?,Dadra and Nagar Haveli
34934,22/03/2020,Sir need to lockdown India for 10 days this will stop spreading #coronavirus,Dadra and Nagar Haveli
34935,22/03/2020,@SMC_SIL @dnhaveli_admin Maharashtra  Rajasthan  Punjab lockout. Take decision for Lockdown of DNH to stop spreading of #COVID19outbreak #COVIDã¼19,Dadra and Nagar Haveli
34936,22/03/2020,A request: please think about the birds  cats & dogs. We live in a complex urban ecosystem where they live off what we discard. Please put some food out for them #JanataCurfew #lockdown #CoronavirusPandemic #coronavirus #COVIDã¼19 #JantaCurfewMarch22,Dadra and Nagar Haveli
34937,22/03/2020,@CMOMaharashtra @DGPMaharashtra Immediate decision to be taken for lockdown as other states are taking  to stop spreading of #COVIDã¼19 #COVID19outbreak,Dadra and Nagar Haveli
38250,22/03/2020,@narendramodi thanks for Janta curfew and thanks to all the people who r fighting with the deadliest corona virus to safeguard India. Bt stupidity was seen today when we were told to thanks those people who r fighting for us by clapping hands or ringing b,Dadra and Nagar Haveli
38251,22/03/2020,Sir need to lockdown India for 10 days this will stop spreading #coronavirus ,Dadra and Nagar Haveli
38252,22/03/2020,huge sound of taali and thali in my area  we all appreciate the efforts of healthcare industries and social workers during this tough time. It was like India got independent again #JantaCurfew #coronavirus,Dadra and Nagar Haveli
38253,22/03/2020,RT if you felt a lump in your throat. The feeling that being Indian is not limited to seeing the flags on 15 August & 26 January. #JantaGratitude #JantaCurfew #TaaliBajao #coronavirus,Dadra and Nagar Haveli
38254,22/03/2020,People coming out in balconies and windows supporting the Janta curfew.. The feeling is same as we feel looking at our national flag. We stand together in isolation and will fight back the corona virus.#CoronavirusPandemic #JantaCurfew â at Vapi,Dadra and Nagar Haveli
38255,22/03/2020,A request: please think about the birds  cats & dogs. We live in a complex urban ecosystem where they live off what we discard. Please put some food out for them #JanataCurfew #lockdown #CoronavirusPandemic #coronavirus #COVIDã¼19 #JantaCurfewMarch22,Dadra and Nagar Haveli
38256,22/03/2020,THANK YOU INDIA. You all did a great job until now. Lets follow the instructions of the Government & STAY SAFE. #5baje5minute #Covid_19india #JantaCurfew,Dadra and Nagar Haveli
38257,22/03/2020,Surgical Mask Worth more then 50 lac seized #dnh #JantaCurfew #Covid_19india #COVID19outbreak #mask #IndiaFightsCorona,Dadra and Nagar Haveli
38258,22/03/2020,@dmhsdnh @SandeepSingh_me @prafulkpatel for precaution of Covid-19 sanitization campaign required to all roads  Society  Public places  Gardens  Town n all villages of DNH. @MohanDelkar @SMC_SIL @Comdoab @DP_DNH @MoHFW_INDIA @hashtaguts @dnhdaman @krunald,Dadra and Nagar Haveli
38259,22/03/2020,lockdown deaclared so far for some states those up to 31st but in WB it is upto 27th  is there any special formula?,Dadra and Nagar Haveli
38260,22/03/2020,Sir need to lockdown India for 10 days this will stop spreading #coronavirus,Dadra and Nagar Haveli
38261,22/03/2020,@SMC_SIL @dnhaveli_admin Maharashtra  Rajasthan  Punjab lockout. Take decision for Lockdown of DNH to stop spreading of #COVID19outbreak #COVIDã¼19,Dadra and Nagar Haveli
38262,22/03/2020,A request: please think about the birds  cats & dogs. We live in a complex urban ecosystem where they live off what we discard. Please put some food out for them #JanataCurfew #lockdown #CoronavirusPandemic #coronavirus #COVIDã¼19 #JantaCurfewMarch22,Dadra and Nagar Haveli
38263,22/03/2020,@CMOMaharashtra @DGPMaharashtra Immediate decision to be taken for lockdown as other states are taking  to stop spreading of #COVIDã¼19 #COVID19outbreak,Dadra and Nagar Haveli
41011,23/03/2020,Sir @narendramodi we all know social distance is only right way to avoid corona virus. So  my request to you  please order to lockdown DNH  and save to us from #Covid19. @AmitShah,Dadra and Nagar Haveli
41012,23/03/2020,Dear all ... Plzzz guys take seriously about corona virus. Stay Home  Stay Safe !! Don't go out side .... ,Dadra and Nagar Haveli
41013,23/03/2020,Precaution is better than cure. #IndiaFightsCorona #COVID19 ,Dadra and Nagar Haveli
41014,23/03/2020,Sir @narendramodi we all know social distance is only right way to avoid corona virus. So  my request to you  please order to lockdown DNH  and save to us from #Covid19. @AmitShah,Dadra and Nagar Haveli
41015,23/03/2020,Precaution is better than cure. #IndiaFightsCorona #COVID19,Dadra and Nagar Haveli
41016,23/03/2020,Difficult but not impossible #IndiaLockdown #IndiaFightsCorona,Dadra and Nagar Haveli
41017,23/03/2020,@dnhaveli_admin @prafulkpatel @MohanDelkar @Comdoab @drharshvardhan @MoHFW_INDIA @HMOIndia @AmitShah @PMOIndia @narendramodi Black reality of what gov. Steps for covid-19 #COVIDã¼19 #IndiaFightsCorona ,Dadra and Nagar Haveli
43176,23/03/2020,@dnhaveli_admin @prafulkpatel @MohanDelkar @Comdoab @drharshvardhan @MoHFW_INDIA @HMOIndia @AmitShah @PMOIndia @narendramodi Black reality of what gov. Steps for covid-19 #COVIDã¼19 #IndiaFightsCorona,Dadra and Nagar Haveli
43177,23/03/2020,Sir @narendramodi we all know social distance is only right way to avoid corona virus. So  my request to you  please order to lockdown DNH  and save to us from #Covid19. @AmitShah,Dadra and Nagar Haveli
43178,23/03/2020,Requesting PM Shri Narendra Modi to implement Lockdown in a strict manner.. â at Low Price Super Stores,Dadra and Nagar Haveli
46052,23/03/2020,Sir @narendramodi we all know social distance is only right way to avoid corona virus. So  my request to you  please order to lockdown DNH  and save to us from #Covid19. @AmitShah,Dadra and Nagar Haveli
46053,23/03/2020,Dear all ... Plzzz guys take seriously about corona virus. Stay Home  Stay Safe !! Don't go out side .... ,Dadra and Nagar Haveli
46054,23/03/2020,@dnhaveli_admin @prafulkpatel @MohanDelkar @Comdoab @drharshvardhan @MoHFW_INDIA @HMOIndia @AmitShah @PMOIndia @narendramodi Black reality of what gov. Steps for covid-19 #COVIDã¼19 #IndiaFightsCorona,Dadra and Nagar Haveli
46055,23/03/2020,Sir @narendramodi we all know social distance is only right way to avoid corona virus. So  my request to you  please order to lockdown DNH  and save to us from #Covid19. @AmitShah,Dadra and Nagar Haveli
46056,23/03/2020,Requesting PM Shri Narendra Modi to implement Lockdown in a strict manner.. â at Low Price Super Stores,Dadra and Nagar Haveli
50831,24/03/2020,I really want to thank shri @MohanDelkar ji who have have donated Rs 1 Cr from MP fund to Dnh Collector fund to avail the medical benefit in respect of DNH people to fight against Covid'19 @narendramodi @AmitShah @ombirlakota !@CollectorDaman @prafulkpatel,Dadra and Nagar Haveli
50832,24/03/2020,@JofraArcher India Lockdown for 21 days. #lockdownindia #CoronavirusLockdown #CoronavirusPandemic,Dadra and Nagar Haveli
50833,24/03/2020,The following Essential services will be available amidst the National Lockdown - Hospitals -Chemist - Ration shops - Groceries - Fruits - Vegetables - Milk - Meat - Banks - ATMs - Petrol/ Diesel - Municipal Services No need to rush for panic buying #StayAtHomeSaveLives,Dadra and Nagar Haveli
50834,24/03/2020,#StayHomeStaySafe #support lockdown #LockdownNow,Dadra and Nagar Haveli
50835,24/03/2020,@SandeepSingh_me No transportation for employees . No safety measures taken by industries for employee . Still we are thinking there is a lockdown in our union territory of DNH and DD. Industries risking the employee life's and there families too .,Dadra and Nagar Haveli
54617,24/03/2020,I really want to thank shri @MohanDelkar ji who have have donated Rs 1 Cr from MP fund to Dnh Collector fund to avail the medical benefit in respect of DNH people to fight against Covid'19 @narendramodi @AmitShah @ombirlakota !@CollectorDaman @prafulkpatel,Dadra and Nagar Haveli
54618,24/03/2020,@JofraArcher India Lockdown for 21 days. #lockdownindia #CoronavirusLockdown #CoronavirusPandemic,Dadra and Nagar Haveli
54619,24/03/2020,The following Essential services will be available amidst the National Lockdown - Hospitals -Chemist - Ration shops - Groceries - Fruits - Vegetables - Milk - Meat - Banks - ATMs - Petrol/ Diesel - Municipal Services No need to rush for panic buying #StayAtHomeSaveLives,Dadra and Nagar Haveli
54620,24/03/2020,#StayHomeStaySafe #support lockdown #LockdownNow,Dadra and Nagar Haveli
54621,24/03/2020,@SandeepSingh_me No transportation for employees . No safety measures taken by industries for employee . Still we are thinking there is a lockdown in our union territory of DNH and DD. Industries risking the employee life's and there families too .,Dadra and Nagar Haveli
57523,25/03/2020,*Quarantine day 9* Lauki Nd Tinde are my favourite #coronavirus #21daylockdown,Dadra and Nagar Haveli
57524,25/03/2020,Shri Narendra Modi ji Mera apse nivedan he ki pharmaceutical company bahi chalu rakhe jo corona virus related medicine use ho rahi he like mask  sanitizer soap corona related medicine etc. Or jo isse related medicine mfg nhi kar rahi he unhe kuch time closed kar diya jaye. â at Dadra and Nagar Haveli,Dadra and Nagar Haveli
57525,25/03/2020,Why Ventilators are key to fighting the coronavirus battle - The Economic Times https://m.economictimes.com/industry/healthcare/biotech/healthcare/why-ventilators-are-key-to-fighting-the-coronavirus-battle/articleshow/74789700.cms?utm_source=twitter_pwa&amp;utm_medium=social&amp;utm_campaign=socialsharebuttons via @economictimes,Dadra and Nagar Haveli
62116,25/03/2020,*Quarantine day 9* Lauki Nd Tinde are my favourite #coronavirus #21daylockdown,Dadra and Nagar Haveli
62117,25/03/2020,Shri Narendra Modi ji Mera apse nivedan he ki pharmaceutical company bahi chalu rakhe jo corona virus related medicine use ho rahi he like mask  sanitizer soap corona related medicine etc. Or jo isse related medicine mfg nhi kar rahi he unhe kuch time closed kar diya jaye. â at Dadra and Nagar Haveli,Dadra and Nagar Haveli
62118,25/03/2020,Why Ventilators are key to fighting the coronavirus battle - The Economic Times https://m.economictimes.com/industry/healthcare/biotech/healthcare/why-ventilators-are-key-to-fighting-the-coronavirus-battle/articleshow/74789700.cms?utm_source=twitter_pwa&amp;utm_medium=social&amp;utm_campaign=socialsharebuttons via @economictimes,Dadra and Nagar Haveli
64159,26/03/2020,Breaking news #ChineseVirus19 Netflix and YouTube will reduce the default image quality of streaming video in Europe to ease pressure on the internet  the firms said on Friday  as demand soars with millions confined to their homes over coronavirus fears. ,Dadra and Nagar Haveli
64160,26/03/2020,#FinanceMinister #coronavirus #lockdownindia Think over pending files of subsidy under pradhan mantri awaas yojana. 4 months earlier applied still not approved.,Dadra and Nagar Haveli
64161,26/03/2020,PM Modi discusses Covid-19 situation with UAE  Qatar leaders http://toi.in/WkqiIY59/a24gk #CautionYesPanicNo #CoronavirusOutbreak #Covid19India #IndiaFightsCorona #StayHomeIndia #StayHomeStaySafe,Dadra and Nagar Haveli
66015,26/03/2020,PM Modi discusses Covid-19 situation with UAE  Qatar leaders http://toi.in/WkqiIY59/a24gk #CautionYesPanicNo #CoronavirusOutbreak #Covid19India #IndiaFightsCorona #StayHomeIndia #StayHomeStaySafe,Dadra and Nagar Haveli
66016,26/03/2020,Dear All  Currently lockdown and curfew imposed at many places. But you need to go out for daily essentials. Follow these http://ONEs.ONE person: Identify one adult in a family for going out. Only he or she will go out. NOBODY ELSE. ONE dress:,Dadra and Nagar Haveli
68512,26/03/2020,Breaking news #ChineseVirus19 Netflix and YouTube will reduce the default image quality of streaming video in Europe to ease pressure on the internet  the firms said on Friday  as demand soars with millions confined to their homes over coronavirus fears. ,Dadra and Nagar Haveli
68513,26/03/2020,#FinanceMinister #coronavirus #lockdownindia Think over pending files of subsidy under pradhan mantri awaas yojana. 4 months earlier applied still not approved.,Dadra and Nagar Haveli
68514,26/03/2020,PM Modi discusses Covid-19 situation with UAE  Qatar leaders http://toi.in/WkqiIY59/a24gk #CautionYesPanicNo #CoronavirusOutbreak #Covid19India #IndiaFightsCorona #StayHomeIndia #StayHomeStaySafe,Dadra and Nagar Haveli
68515,26/03/2020,Dear All  Currently lockdown and curfew imposed at many places. But you need to go out for daily essentials. Follow these http://ONEs.ONE person: Identify one adult in a family for going out. Only he or she will go out. NOBODY ELSE. ONE dress:,Dadra and Nagar Haveli
70497,27/03/2020,You must close the border of the small village and town who are not affected by corona virus @OfficeofUT @AUThackeray @CMOMaharashtra,Dadra and Nagar Haveli
70498,27/03/2020,10.56% death rate in Italy saddened by the ratio. Covid19 is an unpredictable killer virus ,Dadra and Nagar Haveli
70499,27/03/2020,@AmitShah All Temples  churches  gurudwara &amp; mosques 100% donation amounts must be confiscated by Govt. And used for public welfare in Covid19. A few trustees are enjoying public money after all gods money must be spent on worshippers.,Dadra and Nagar Haveli
70500,27/03/2020,@AmitShahOffice All Temples  churches  gurudwara &amp; mosques 100% donation amounts must be confiscated by Govt. And used for public welfare in Covid19. A few trustees are enjoying public money after all gods money must be spent on worshippers.,Dadra and Nagar Haveli
