,Tweet Posted Time (UTC),Tweet Content,Tweet Location
24,01/03/2020,I don't know what impact does Corona virus made on this company ,Daman and Diu
25,01/03/2020,How to prevent corona virus? Use cowdung cakes for Holika dahan  &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash  Turmeric etc #AdoptVedicHoliPreventCorona,Daman and Diu
350,03/03/2020,@BCCI @rsprasad @drharshvardhan @HMOIndia @PMOIndia @narendramodi IPL tournament to be cancelled this year as CORONA VIRUS spread in huge public gathering,Daman and Diu
1426,05/03/2020,Is it also kills corona virus?? ,Daman and Diu
1427,05/03/2020,Request all news channels not to report any one claiming they have the answer or their products can cure covid19   instead send report proof to ministry of health to deal with Otherwise there will chaos and common public will loose their hard earned money,Daman and Diu
2200,07/03/2020,Holi aane wali hai  Beware of unknown/known potential molestors. you can use coronavirus to avoit it/or visit a old age home. the terrible stories I have heard from my female friends sends down chills to my spine. #AuratAzadiMarch2020,Daman and Diu
2201,07/03/2020,Just 1 case Corona Virus in India and people are crazy for masks. Daily 400 people are died in road crashes &amp; incident and still no craze for Helmets #SafetyFirst #COVID19india,Daman and Diu
2202,07/03/2020,Scared of coronavirus? This #Holi use cowdung cakes for Holika dahan  &amp; be tensionless. #CelebrateHoliInVedicStyle Burning just 2 kg of dry cowdung gives 300 grams of Oxygen. #Bapuji Divya satsang on @SureshChavhanke news channel 6 - 12 March 8 - 8.15 am,Daman and Diu
2504,08/03/2020,During 2018-19 period a total of 35.5 million ppl were infected with Influenza out of which 34.2K people died  why wasnât it hyped as much as Corona Virus?! Maybe bcuz we know more about it than Corona. I know Corona is deadly but itâs mortality rate is low!,Daman and Diu
2748,09/03/2020,#ProtectYourself from #coronavirus #spreadawarness,Daman and Diu
3967,12/03/2020,Reply from HR- Thanks for the information. We are sending team of Doctors to your place for check up . If coronavirus is detected then you will be quarantined for 14 days at your home with paid leave . If not detected then all charges for arranging the Doctors visit shall 1/2,Daman and Diu
3968,12/03/2020,@MoHFW_INDIA #CODVID19 #ivr #India #cellphone #service_provider #ideacellular Pls stop Corona Virus IVR multiple times from mobile. I am agree that this is to give precautions but in a day once is okay.,Daman and Diu
3969,12/03/2020,Example #coronavirus #ChinaCoronaVirus,Daman and Diu
5862,14/03/2020,can the asteroids and coronavirus plan it together and make sure that not a single dick be left alive.,Daman and Diu
5863,14/03/2020,He is afraid now people wont watch his islamic channel for corona virus also bcoz whatever he say will be ruining govt efforts to spread panic and people will have positive information,Daman and Diu
5864,14/03/2020,Countries were gunning to become nuclear powers & starting WW 3 almost. Then suddenly  a micro-organism brought the whole world down to its knees. Now  countries are fighting a pandemic together  sharing resources  medical knowhow & more. #CoronavirusPandemic #coronavirus,Daman and Diu
5865,14/03/2020,@Vietjetglobal Hi we have cancelled our trip from HKT to BKK PNR no QD2DFJ due to corona virus impact. Please let me know how to claim refund,Daman and Diu
5866,14/03/2020,@nsitharamanoffc @PMOIndia @AmitShahOffice @nsitharamanoffc looking at the pandemic declared corona virus Govt must put directive to banks to not charge interests on loans for 03-04 Months ahead to help people survive. Loans under 05 Crore must be include,Daman and Diu
5867,14/03/2020,@AmitShahOffice @PMOIndia @AmitShahOffice @nsitharamanoffc looking at the pandemic declared corona virus Govt must put directive to banks to not charge interests on loans for 03-04 Months ahead to help people survive. Loans under 05 Crore must be included,Daman and Diu
5868,14/03/2020,@PMOIndia @PMOIndia @AmitShahOffice @nsitharamanoffc looking at the pandemic declared corona virus Govt must put directive to banks to not charge interests on loans for 03-04 Months ahead to help people survive. Loans under 05 Crore must be included to sa,Daman and Diu
5869,14/03/2020,@PMOIndia @AmitShahOffice @nsitharamanoffc looking at the pandemic declared corona virus Govt must put directive to banks to not charge interests on loans for 03-04 Months ahead to help people survive. Loans under 05 Crore must be included to save small b,Daman and Diu
5870,14/03/2020,Dear sir @VietjetairCom we have done booking through you and we would like to amend or cancel the booking due to Corona virus. Please let us know what can be done.,Daman and Diu
5871,14/03/2020,Novel Coronavirus (COVID-19) Infection Map https://policescanner.us/covid-19/index.html&amp;theme=light&amp;utm_source=a_share#global,Daman and Diu
6606,14/03/2020,Novel Coronavirus (COVID-19) Infection Map https://policescanner.us/covid-19/index.html&amp;theme=light&amp;utm_source=a_share#global,Daman and Diu
6981,14/03/2020,can the asteroids and coronavirus plan it together and make sure that not a single dick be left alive.,Daman and Diu
6982,14/03/2020,He is afraid now people wont watch his islamic channel for corona virus also bcoz whatever he say will be ruining govt efforts to spread panic and people will have positive information,Daman and Diu
6983,14/03/2020,Countries were gunning to become nuclear powers & starting WW 3 almost. Then suddenly  a micro-organism brought the whole world down to its knees. Now  countries are fighting a pandemic together  sharing resources  medical knowhow & more. #CoronavirusPandemic #coronavirus,Daman and Diu
6984,14/03/2020,@Vietjetglobal Hi we have cancelled our trip from HKT to BKK PNR no QD2DFJ due to corona virus impact. Please let me know how to claim refund,Daman and Diu
6985,14/03/2020,@nsitharamanoffc @PMOIndia @AmitShahOffice @nsitharamanoffc looking at the pandemic declared corona virus Govt must put directive to banks to not charge interests on loans for 03-04 Months ahead to help people survive. Loans under 05 Crore must be include,Daman and Diu
6986,14/03/2020,@AmitShahOffice @PMOIndia @AmitShahOffice @nsitharamanoffc looking at the pandemic declared corona virus Govt must put directive to banks to not charge interests on loans for 03-04 Months ahead to help people survive. Loans under 05 Crore must be included,Daman and Diu
6987,14/03/2020,@PMOIndia @PMOIndia @AmitShahOffice @nsitharamanoffc looking at the pandemic declared corona virus Govt must put directive to banks to not charge interests on loans for 03-04 Months ahead to help people survive. Loans under 05 Crore must be included to sa,Daman and Diu
6988,14/03/2020,@PMOIndia @AmitShahOffice @nsitharamanoffc looking at the pandemic declared corona virus Govt must put directive to banks to not charge interests on loans for 03-04 Months ahead to help people survive. Loans under 05 Crore must be included to save small b,Daman and Diu
6989,14/03/2020,Dear sir @VietjetairCom we have done booking through you and we would like to amend or cancel the booking due to Corona virus. Please let us know what can be done.,Daman and Diu
6990,14/03/2020,Novel Coronavirus (COVID-19) Infection Map https://policescanner.us/covid-19/index.html&amp;theme=light&amp;utm_source=a_share#global,Daman and Diu
6991,14/03/2020,Novel Coronavirus (COVID-19) Infection Map https://policescanner.us/covid-19/index.html&amp;theme=light&amp;utm_source=a_share#global,Daman and Diu
7691,15/03/2020,Due to corona virus temp set 27 don't worry..It's helpful ,Daman and Diu
7692,15/03/2020,PL ACT UPON SUCH AGENDA DRIVEN 5* JOURNOS DELIBERATELY SPREADING HALF BAKED INFORMATION.THEY ARE MIRE DANGEROUS THAN #coronavirus @MoHFW_INDIA @drharshvardhan @PMOIndia,Daman and Diu
7693,15/03/2020,Nearest country to China  very fast evacuated Indian Citizens from China and Iran  and lowest no of cases of CORONA Virus infections all over the world. So we must take much more precious measures about our hygiene.,Daman and Diu
7694,15/03/2020,@SwetaSinghAT why arenât any news channel showing data of people recovered from Covid19 only showing infected data and Death toll would panic people and stress them.,Daman and Diu
8854,15/03/2020,Due to corona virus temp set 27 don't worry..It's helpful ,Daman and Diu
8855,15/03/2020,PL ACT UPON SUCH AGENDA DRIVEN 5* JOURNOS DELIBERATELY SPREADING HALF BAKED INFORMATION.THEY ARE MIRE DANGEROUS THAN #coronavirus @MoHFW_INDIA @drharshvardhan @PMOIndia,Daman and Diu
8856,15/03/2020,Nearest country to China  very fast evacuated Indian Citizens from China and Iran  and lowest no of cases of CORONA Virus infections all over the world. So we must take much more precious measures about our hygiene.,Daman and Diu
9590,16/03/2020,US researchers gave the first shot to the first person in a test of an experimental #coronavirus vaccine today - leading off a worldwide hunt for protection even as the pandemic surges #CoronavirusOutbreak #Corona,Daman and Diu
9591,16/03/2020,1 meter distance  and you can stop the corona virus from spreading! #CoronavirusOutbreak #coronavirus ,Daman and Diu
9592,16/03/2020,That link is infected by Coronavirus ,Daman and Diu
9593,16/03/2020,These simulations show how to flatten the coronavirus growth curve ,Daman and Diu
10561,16/03/2020,This lockdown is to keep people safe  not to open the doors and let all people die  ask some sensible question,Daman and Diu
10960,16/03/2020,US researchers gave the first shot to the first person in a test of an experimental #coronavirus vaccine today - leading off a worldwide hunt for protection even as the pandemic surges #CoronavirusOutbreak #Corona,Daman and Diu
10961,16/03/2020,1 meter distance  and you can stop the corona virus from spreading! #CoronavirusOutbreak #coronavirus ,Daman and Diu
10962,16/03/2020,That link is infected by Coronavirus ,Daman and Diu
10963,16/03/2020,These simulations show how to flatten the coronavirus growth curve ,Daman and Diu
10964,16/03/2020,This lockdown is to keep people safe  not to open the doors and let all people die  ask some sensible question,Daman and Diu
11843,17/03/2020,Sir please re use our old steam engine or diesel engine for destroy corona virus on railways by steam... @RailMinIndia @WesternRly @PiyushGoyal @PiyushGoyalOffc @narendramodi @PMOIndia @AmitShah @,Daman and Diu
13485,17/03/2020,Sir please re use our old steam engine or diesel engine for destroy corona virus on railways by steam... @RailMinIndia @WesternRly @PiyushGoyal @PiyushGoyalOffc @narendramodi @PMOIndia @AmitShah @,Daman and Diu
14416,18/03/2020,Prayers for #Italy #coronavirus #COVID19,Daman and Diu
14417,18/03/2020,Only @realDonaldTrump can talk straight forward.. things which are as it is.. #ChineseVirus #coronavirus ,Daman and Diu
14418,18/03/2020,Prayers for #Italy #coronavirus #COVID19,Daman and Diu
16116,18/03/2020,Prayers for #Italy #coronavirus #COVID19,Daman and Diu
16117,18/03/2020,Only @realDonaldTrump can talk straight forward.. things which are as it is.. #ChineseVirus #coronavirus ,Daman and Diu
17142,19/03/2020,All things are possible when you believe. #JanataCurfew #coronavirus,Daman and Diu
17143,19/03/2020,This is not the time when one should spread hate and rumours just bcuz one doesnât supports the person in power bcuz of their respective political ideologies  this is the time when we all should unite and fight against our common nemesis called âcoronavirusâ!,Daman and Diu
17144,19/03/2020,@PMOIndia @narendramodi Historic speech by PM Modi sir. No world leader could have influenced the citizens this way. India will make 22nd March a historic day &amp; world will observe PM Modi s great leadership. Salute to you!! #coronavirus #jantacurfew #,Daman and Diu
17145,19/03/2020,@PMOIndia @CMOGuj @mygovindia @vijayrupanibjp @collectorvalsad #coronavirus #CoronavirusOutbreak Also sir plz consider this problem for other chemical industries in Southern Gujarat.,Daman and Diu
17146,19/03/2020,@mygovindia @PMOIndia My father works in JBF Industries Ltd. in Sarigam  Gujarat. There is no provision of work from home in company. As the city is near to Surat  where there is confirmed case of coronavirus  I am very much worried. Plz look into this ma,Daman and Diu
17147,19/03/2020,Do these five things to help stop the spread of coronavirus ,Daman and Diu
17148,19/03/2020,We urge everyone to take proper precautions and safety measures in this tragic time. Do not panic and avoid visiting the crowded places. #SafeDNH #Coronavirus #Funnfitnessweekends #DamangangaRiverfront #Staysafe @prafulkpatel @tapasyaraghav @Comdoab @MoHFW_INDIA @tourismgoi,Daman and Diu
17149,19/03/2020,In review of the current information regarding COVID-19recommendations Department of Tourism hereby informs that the FunnFitness activities organised during Weekends @DamanGangaRiverfront will be temporarily cancelled as precautionary measure to prevent the spread of #Coronavirus,Daman and Diu
17150,19/03/2020,Black pepper  Dried ginger powder/ sonth  pippli etc are herbs which we Indians take more often. Now these herbs are considered to be useful in Corona virus infection too. #VirtuesOfSanatanCulture,Daman and Diu
17151,19/03/2020,How scientifically and spiritually great our Sanatan culture is  it is seen and understood by the spread of Corona virus in the present time. #VirtuesOfSanatanCulture,Daman and Diu
17152,19/03/2020,The WHO has reported that not a single vegetarian person has been infected with the corona virus. And our Eternal Culture has always inspired us to become vegetarian. What a glory of Indian culture !! #VirtuesOfSanatanCulture,Daman and Diu
17153,19/03/2020,#Hindutva Beating #COVID19 @mariawirth1 @mvmeet @vhsindia Anti -Virus DAILY Activities as Part of life style 1. Camphor smoke 2. Incense smoke 3.Tulsi plant 4.Turmeric Consumption 5.Sandalwood paste 6.Ginger Garlic and Lemon Please ADD to the list If you know more friends.,Daman and Diu
19026,19/03/2020,We are requesting you to rescue them those people who are facing trying times owing to covid-19. Our prime minister is also urging to affluent business men don't cut employees salary.,Daman and Diu
19027,19/03/2020,In review of the current information regarding COVID-19recommendations Department of Tourism hereby informs that the FunnFitness activities organised during Weekends @DamanGangaRiverfront will be temporarily cancelled as precautionary measure to prevent the spread of #Coronavirus,Daman and Diu
19991,19/03/2020,All things are possible when you believe. #JanataCurfew #coronavirus,Daman and Diu
19992,19/03/2020,This is not the time when one should spread hate and rumours just bcuz one doesnât supports the person in power bcuz of their respective political ideologies  this is the time when we all should unite and fight against our common nemesis called âcoronavirusâ!,Daman and Diu
19993,19/03/2020,@PMOIndia @narendramodi Historic speech by PM Modi sir. No world leader could have influenced the citizens this way. India will make 22nd March a historic day &amp; world will observe PM Modi s great leadership. Salute to you!! #coronavirus #jantacurfew #,Daman and Diu
19994,19/03/2020,@PMOIndia @CMOGuj @mygovindia @vijayrupanibjp @collectorvalsad #coronavirus #CoronavirusOutbreak Also sir plz consider this problem for other chemical industries in Southern Gujarat.,Daman and Diu
19995,19/03/2020,@mygovindia @PMOIndia My father works in JBF Industries Ltd. in Sarigam  Gujarat. There is no provision of work from home in company. As the city is near to Surat  where there is confirmed case of coronavirus  I am very much worried. Plz look into this ma,Daman and Diu
19996,19/03/2020,Do these five things to help stop the spread of coronavirus ,Daman and Diu
19997,19/03/2020,We urge everyone to take proper precautions and safety measures in this tragic time. Do not panic and avoid visiting the crowded places. #SafeDNH #Coronavirus #Funnfitnessweekends #DamangangaRiverfront #Staysafe @prafulkpatel @tapasyaraghav @Comdoab @MoHFW_INDIA @tourismgoi,Daman and Diu
19998,19/03/2020,In review of the current information regarding COVID-19recommendations Department of Tourism hereby informs that the FunnFitness activities organised during Weekends @DamanGangaRiverfront will be temporarily cancelled as precautionary measure to prevent the spread of #Coronavirus,Daman and Diu
19999,19/03/2020,Black pepper  Dried ginger powder/ sonth  pippli etc are herbs which we Indians take more often. Now these herbs are considered to be useful in Corona virus infection too. #VirtuesOfSanatanCulture,Daman and Diu
20000,19/03/2020,How scientifically and spiritually great our Sanatan culture is  it is seen and understood by the spread of Corona virus in the present time. #VirtuesOfSanatanCulture,Daman and Diu
20001,19/03/2020,The WHO has reported that not a single vegetarian person has been infected with the corona virus. And our Eternal Culture has always inspired us to become vegetarian. What a glory of Indian culture !! #VirtuesOfSanatanCulture,Daman and Diu
20002,19/03/2020,We are requesting you to rescue them those people who are facing trying times owing to covid-19. Our prime minister is also urging to affluent business men don't cut employees salary.,Daman and Diu
20003,19/03/2020,In review of the current information regarding COVID-19recommendations Department of Tourism hereby informs that the FunnFitness activities organised during Weekends @DamanGangaRiverfront will be temporarily cancelled as precautionary measure to prevent the spread of #Coronavirus,Daman and Diu
21426,20/03/2020,Life might be painful right now  But remember pain is temporary. Life might be confusing right now  But remember it's worked out before. Every time you've been worried in the past  it's now a memory. Don't stress  everything will be fine. You've got this  focus. #coronavirus,Daman and Diu
21427,20/03/2020,People around the world must switch to bidets/jetspray ..#Indian / #asians are using it for decades now.Hope everyone realizes all the benefits of switching to a jet spray. specially during this crises. @realDonaldTrump #CoronavirusUSA #toiletpapercrisis #coronavirus ,Daman and Diu
21428,20/03/2020,Coronavirus: US records 4 000 new cases in one day #Coronavirus ,Daman and Diu
21429,20/03/2020,@tourism_sil Australian banks offer business loan relief  government readies coronavirus stimulus ,Daman and Diu
21430,20/03/2020,I m not supported to closed Temples in every moments  Why evertime ? Yes i know in this time it's necessary but you have to request first for that..! #CoronavirusOutbreakindia #IndiaFightsCorona #SupportJantaCurfew #SafeHandsChallenge am i right or wrong ?RT plz,Daman and Diu
23049,20/03/2020,In dnh most of people coming out state in Companies. Best to close down all private firm for Covid 19 precautions. @SandeepSingh_me @DrVKDas1 @DP_DNH @dnhaveli_admin @MoHFW_INDIA,Daman and Diu
23050,20/03/2020,After all kalank nath tenders his resignation before floor test. Owing to outbreak of covid-19. ,Daman and Diu
23051,20/03/2020,After all kalank nath tenders his resignation before floor test. Owing to outbreak of covid-19. ,Daman and Diu
23052,20/03/2020,After all kalank nath tenders his resignation before floor test. Owing to outbreak of covid-19. ,Daman and Diu
23053,20/03/2020,Dear @CMOGuj @vijayrupanibjp sir  its time to lockdown the state as well as nation. It will difficult to handle later..please take step soon to control. @narendramodi @PMOIndia,Daman and Diu
23054,20/03/2020,Need to lockdown all states for few days. This step will stop further spreading @narendramodi @PMOIndia,Daman and Diu
23055,20/03/2020,Tell her wait for the day when there will be forced lockdown if these bugs behave the way they are behaving.,Daman and Diu
24139,20/03/2020,Life might be painful right now  But remember pain is temporary. Life might be confusing right now  But remember it's worked out before. Every time you've been worried in the past  it's now a memory. Don't stress  everything will be fine. You've got this  focus. #coronavirus,Daman and Diu
24140,20/03/2020,People around the world must switch to bidets/jetspray ..#Indian / #asians are using it for decades now.Hope everyone realizes all the benefits of switching to a jet spray. specially during this crises. @realDonaldTrump #CoronavirusUSA #toiletpapercrisis #coronavirus ,Daman and Diu
24141,20/03/2020,Coronavirus: US records 4 000 new cases in one day #Coronavirus ,Daman and Diu
24142,20/03/2020,Protect yourself then you will be protected for corona virus (COVID19) ,Daman and Diu
24143,20/03/2020,Protect yourself then you will be protected for corona virus (COVID19) ,Daman and Diu
24144,20/03/2020,@tourism_sil Australian banks offer business loan relief  government readies coronavirus stimulus ,Daman and Diu
24145,20/03/2020,In dnh most of people coming out state in Companies. Best to close down all private firm for Covid 19 precautions. @SandeepSingh_me @DrVKDas1 @DP_DNH @dnhaveli_admin @MoHFW_INDIA,Daman and Diu
24146,20/03/2020,After all kalank nath tenders his resignation before floor test. Owing to outbreak of covid-19. ,Daman and Diu
24147,20/03/2020,After all kalank nath tenders his resignation before floor test. Owing to outbreak of covid-19. ,Daman and Diu
24148,20/03/2020,After all kalank nath tenders his resignation before floor test. Owing to outbreak of covid-19. ,Daman and Diu
24149,20/03/2020,Dear @CMOGuj @vijayrupanibjp sir  its time to lockdown the state as well as nation. It will difficult to handle later..please take step soon to control. @narendramodi @PMOIndia,Daman and Diu
24150,20/03/2020,Need to lockdown all states for few days. This step will stop further spreading @narendramodi @PMOIndia,Daman and Diu
24151,20/03/2020,Tell her wait for the day when there will be forced lockdown if these bugs behave the way they are behaving.,Daman and Diu
25638,21/03/2020,AC Milan announce that Paolo Maldini and son Daniel Maldini have both tested positive for the coronavirus #CoronavirusPandemic #coronavirus ,Daman and Diu
25639,21/03/2020,This time to Stay safe in home with family so we are ready for tomorrow. #StayHomeStaySafe #CoronavirusPandemic #coronavirus ,Daman and Diu
25640,21/03/2020,Care yourself for few hours is #curfew So  we must follow the #JantaCurfewMarch22. #coronavirus life is for 12 hours &amp; #JantaCurfew is for 14 hours. So  please complete your duty &amp; be a responsible citizen of our nation.@narendramodi #ISupportJantaCurfew,Daman and Diu
25641,21/03/2020,#Coronaindia people in India least bothered abt the #coronavirus national highway still filled with the regular traffic commercial and non commercial few #hotels #dhaba are serving and most of them are acting closed but parcels counters are on its high time #coronavirusinindia â at Damni Zampa  Killa Pardi,Daman and Diu
25642,21/03/2020,To join the fight against coronavirus  I have taken the Janta Curfew Pledge and committed myself towards keeping the country safe. You can also take the pledge at https://pledge.mygov.in/janatacurfew/ https://pledgeapi.mygov.in/api/v2/janatacurfew/share/individual/8332592528 via @mygovindia,Daman and Diu
25643,21/03/2020,A Muslim lady claims #Coronavirus will not harm Muslims as the word #Corona itself comes from the Quran. âThe virus will not affect Muslims  it's for other people.â We are not afraid of this #Covid_19. #à¤®à¤¦à¤°à¤¸à¤¾à¤à¤¾à¤ªà¤à¤à¤µà¤¾à¤°.@kavita_krishnan @ReallySwara @annavetticad,Daman and Diu
25644,21/03/2020,Indian Council of Medical Research (ICMR) issues guidelines for #COVID19 testing by private laboratories. Maximum cost for testing samples capped at Rs 4 500 (Rs 1 500 for screening test for likely cases &amp; additional Rs 3 000 for confirmation test). #CoronavirusPandemic,Daman and Diu
25645,21/03/2020,Probably the ONLY companion with whom I would love to stay indoors forever! I hope you guys are enjoying this quarantine with your family and loved ones. P. S. Kal bahar mat nikalna. #jantacurfew #covid19 #CoronavirusPandemic #Quarantine #StayHomeStaySafe #IndiaFightsCorona,Daman and Diu
25646,21/03/2020,Curfew of the people  by the people  for the people to fight #COVID19. As a responsible citizen  come forward &amp; respond to PM @narendramodiâs call for Janta Curfew by taking the âI Support Janta Curfewâ pledge. #IndiaFightsCorona,Daman and Diu
25647,21/03/2020,Now who is the responsible for that Kanika found positive for #COVID19 Why gethering they all VIP's when all giving this message for avoid all that things. @VasundharaBJP pray for you. #CoronavirusOutbreakindia #Covid19India #KanikaKapoor,Daman and Diu
25648,21/03/2020,Curfew of the people  by the people  for the people to fight #COVID19. As a responsible citizen  come forward &amp; respond to PM @narendramodiâs call for Janta Curfew by taking the âI Support Janta Curfewâ pledge. #IndiaFightsCorona,Daman and Diu
25649,21/03/2020,#HandwashingHeroes If a 3 year old can...why cant we..!! Stay safe and healthy. Lets spread awareness to wash hands thoroughly before eating or doing any household activity or at work. #IndiaFightsCorona â at Valsad City,Daman and Diu
25650,21/03/2020,Probably the ONLY companion with whom I would love to stay indoors forever! I hope you guys are enjoying this quarantine with your family and loved ones. P. S. Kal bahar mat nikalna. #jantacurfew #covid19 #CoronavirusPandemic #Quarantine #StayHomeStaySafe #IndiaFightsCorona ,Daman and Diu
25651,21/03/2020,Curfew of the people  by the people  for the people to fight #COVID19. As a responsible citizen  come forward &amp; respond to PM @narendramodiâs call for Janta Curfew by taking the âI Support Janta Curfewâ pledge. #IndiaFightsCorona ,Daman and Diu
25652,21/03/2020,Curfew of the people  by the people  for the people to fight #COVID19. As a responsible citizen  come forward &amp; respond to PM @narendramodiâs call for Janta Curfew by taking the âI Support Janta Curfewâ pledge. #IndiaFightsCorona ,Daman and Diu
31516,22/03/2020,@PMOIndia @WHO success of #JantaCurfew will be leveraged only if everything in india stays in curfew for nxt 14days. if this is done graph of covid-19 will steeply reverse on April 4. @narendramodi put your best foit fwd NOW. #coronavirus,Daman and Diu
31517,22/03/2020,Sir need to lockdown India for 10 days this will stop spreading #coronavirus ,Daman and Diu
31518,22/03/2020,huge sound of taali and thali in my area  we all appreciate the efforts of healthcare industries and social workers during this tough time. It was like India got independent again #JantaCurfew #coronavirus,Daman and Diu
31519,22/03/2020,RT if you felt a lump in your throat. The feeling that being Indian is not limited to seeing the flags on 15 August & 26 January. #JantaGratitude #JantaCurfew #TaaliBajao #coronavirus,Daman and Diu
31520,22/03/2020,People coming out in balconies and windows supporting the Janta curfew.. The feeling is same as we feel looking at our national flag. We stand together in isolation and will fight back the corona virus.#CoronavirusPandemic #JantaCurfew â at Vapi,Daman and Diu
31521,22/03/2020,A request: please think about the birds  cats & dogs. We live in a complex urban ecosystem where they live off what we discard. Please put some food out for them #JanataCurfew #lockdown #CoronavirusPandemic #coronavirus #COVIDã¼19 #JantaCurfewMarch22,Daman and Diu
31522,22/03/2020,Citizens of Valsad support the Janta curfew for fight against corona virus. Stay home  keep social distancing  stay safe and healthy. @PMOIndia @CKharsan,Daman and Diu
31523,22/03/2020,COVID19 A salute to all those doctors  nurses  medical  and national staff who are risking their lives and saving our country and society from this terrible disaster. JAI HIND,Daman and Diu
31524,22/03/2020,Tribute to our superheroâs who are working hard to fight against #covid19 pandemic. Lots of love to u guys...!!!! While you work there out  we will keep ourselves secure from mass spreading. #indiafightscovid19 @â¦ https://www.instagram.com/p/B-CXTQ9BLjD/?igshid=ev3w3uyrhenz,Daman and Diu
31525,22/03/2020,Curfew of the people  by the people  for the people to fight #COVID19. As a responsible citizen  come forward &amp; respond to PM @narendramodiâs call for Janta Curfew by taking the âI Support Janta Curfewâ pledge. #IndiaFightsCorona,Daman and Diu
31526,22/03/2020,Curfew of the people  by the people  for the people to fight #COVID19. As a responsible citizen  come forward &amp; respond to PM @narendramodiâs call for Janta Curfew by taking the âI Support Janta Curfewâ pledge. #IndiaFightsCoronavirus,Daman and Diu
31527,22/03/2020,2.5 years old Naksh #JanataCurfew #5baje5minute #IndiaFightsCorona #IndiaFightsCoronavirus #GujaratFightsCovid19 #valsad @MoHFW_INDIA @collectorvalsad @narendramodi @PMOIndia @CMOGuj @InfoGujarat @PIB_India @PIBHindi @PIBAhmedabad @mygovindia @GujHFWDept,Daman and Diu
31528,22/03/2020,@indiatvnews @RajatSharmaLive @PMOIndia @PMOindia2 #WeSupportJantaCurfew #IncredibleIndia #WeAreUnited #wefight #IndiaFightsCorona 2 year old RAJVEER KHARA with her 93 year grand ma...Dungri in district Valsad gujarat supporting india....we all fight agai,Daman and Diu
31529,22/03/2020,@aajtak @PMOIndia @PMOindia2 #WeSupportJantaCurfew #IncredibleIndia #WeAreUnited #wefight #IndiaFightsCorona 2 year old RAJVEER KHARA with her 93 year grand ma...Dungri in district Valsad gujarat supporting india....we all fight against this covid 19...ja,Daman and Diu
31530,22/03/2020,@PMOIndia @PMOindia2 #WeSupportJantaCurfew #IncredibleIndia #WeAreUnited #wefight #IndiaFightsCorona 2 year old RAJVEER KHARA with her 93 year grand ma...Dungri in district Valsad gujarat supporting india....we all fight against this covid 19...jay hind..,Daman and Diu
31531,22/03/2020,Surgical Mask Worth more then 50 lac seized #dnh #JantaCurfew #Covid_19india #COVID19outbreak #mask #IndiaFightsCorona ,Daman and Diu
31532,22/03/2020,Curfew of the people  by the people  for the people to fight #COVID19. As a responsible citizen  come forward &amp; respond to PM @narendramodiâs call for Janta Curfew by taking the âI Support Janta Curfewâ pledge. #IndiaFightsCorona ,Daman and Diu
34938,22/03/2020,@PMOIndia @WHO success of #JantaCurfew will be leveraged only if everything in india stays in curfew for nxt 14days. if this is done graph of covid-19 will steeply reverse on April 4. @narendramodi put your best foit fwd NOW. #coronavirus,Daman and Diu
34939,22/03/2020,@indiatvnews @RajatSharmaLive @PMOIndia @PMOindia2 #WeSupportJantaCurfew #IncredibleIndia #WeAreUnited #wefight #IndiaFightsCorona 2 year old RAJVEER KHARA with her 93 year grand ma...Dungri in district Valsad gujarat supporting india....we all fight agai,Daman and Diu
34940,22/03/2020,@aajtak @PMOIndia @PMOindia2 #WeSupportJantaCurfew #IncredibleIndia #WeAreUnited #wefight #IndiaFightsCorona 2 year old RAJVEER KHARA with her 93 year grand ma...Dungri in district Valsad gujarat supporting india....we all fight against this covid 19...ja,Daman and Diu
34941,22/03/2020,@PMOIndia @PMOindia2 #WeSupportJantaCurfew #IncredibleIndia #WeAreUnited #wefight #IndiaFightsCorona 2 year old RAJVEER KHARA with her 93 year grand ma...Dungri in district Valsad gujarat supporting india....we all fight against this covid 19...jay hind..,Daman and Diu
34942,22/03/2020,THANK YOU INDIA. You all did a great job until now. Lets follow the instructions of the Government & STAY SAFE. #5baje5minute #Covid_19india #JantaCurfew,Daman and Diu
34943,22/03/2020,Surgical Mask Worth more then 50 lac seized #dnh #JantaCurfew #Covid_19india #COVID19outbreak #mask #IndiaFightsCorona,Daman and Diu
34944,22/03/2020,@dmhsdnh @SandeepSingh_me @prafulkpatel for precaution of Covid-19 sanitization campaign required to all roads  Society  Public places  Gardens  Town n all villages of DNH. @MohanDelkar @SMC_SIL @Comdoab @DP_DNH @MoHFW_INDIA @hashtaguts @dnhdaman @krunald,Daman and Diu
34945,22/03/2020,@collectorvalsad @narendramodi @CMOGuj @InfoValsadGoG @mygovindia where are we heading? Despite #JantaCurfewMarch22 cases are rising. We need total lockdown nationwide. Thats the only way this chain will be broken. Save the people..!!! ,Daman and Diu
34946,22/03/2020,lockdown deaclared so far for some states those up to 31st but in WB it is upto 27th  is there any special formula?,Daman and Diu
34947,22/03/2020,Sir need to lockdown India for 10 days this will stop spreading #coronavirus,Daman and Diu
34948,22/03/2020,@SMC_SIL @dnhaveli_admin Maharashtra  Rajasthan  Punjab lockout. Take decision for Lockdown of DNH to stop spreading of #COVID19outbreak #COVIDã¼19,Daman and Diu
