,Tweet Posted Time (UTC),Tweet Content,Tweet Location
59114,25/03/2020,Thank you sir if any person willingly break the complete lockdown plz taken storng action against them ,Jharkhand
59115,25/03/2020,People of #ramgarh aren't taking it #COVID2019 #lockdownindia seriously  on the very first day of #lockdown at #ramgarh i saw too many people were roaming (by walk  on two wheeler &amp; on four wheeler) on NH-33 near Ramgarh College Gate like it's a normal situation. @DC_Ramgarh,Jharkhand
59116,25/03/2020,@dcgodda @goddapolice @jhpolgda Happy to see Lalmatia police Hard work for the lockdown. Salute... Jai hind,Jharkhand
59117,25/03/2020,Anyone who is asking about @AmitShah Ji Whereabouts Please venture outside you will experience him in each and every Policemen who are working hard to keep infection away. #LockdownActions #lockdown #lockdownindia #LockdownQuery #Lockdown21 #CoronavirusLockdown #coronavirusindia,Jharkhand
59118,25/03/2020,Look down for how people follow lockdown . They won't understand unless ......... It's High time.. #CoronavirusLockdown #CurfewInIndia #PMModiOnCorona #PMModi #chaibasa #dcranc #Coronaindia #ABPnews,Jharkhand
59119,25/03/2020,@DC_Ramgarh Sir  there is a lockdown for 21 days  then I would request you to give permission to open clothes shops once a week and also to open a temple for a few hours for flag worship on the day of Navami Puja. @sisodia_deeepak,Jharkhand
61725,25/03/2020,World most powerful and developed country #USA is in danger due to #CoronaVirus and more than 50k people are infected as of now.And in #India some #ModiHater says à¤¤à¤¾à¤²à¥ à¤à¤° à¤¥à¤¾à¤²à¥ à¤¬à¤à¤¾à¤¨à¥ à¤¸à¥ à¤à¥à¤¯à¤¾ à¤«à¤¾à¤¯à¤¦à¤¾ à¤®à¤¿à¤²à¤¾à¥¤ #ModiHaiTohMumkinHai #Quarantine #KhiladiBaaz #CoronavirusLockdown,Jharkhand
61726,25/03/2020,Beware of #Fake messages sweeping across social media on #Coronavirus. Let's stay home to #StopTheSpreadOfCorona; observe #21DaysLockdown and stop spread of #FakeNews!,Jharkhand
61727,25/03/2020,Despite a developing nation  India has controlled in such a way that it has not even crossed 500 infected people yet but in developed nation like USA and Italy has more than 500 death due to #CoronaVirus. I really appreciate the action taken by Government and #PMModi.#StayHomeHub,Jharkhand
61728,25/03/2020, Social Distancing  .. The ingenuity of the Indian .. disciplined  careful  and filled with the observance of its duty .. remain safe   follow instructions .. #SocialistDistancing #21daysLockdown #Covid_19india @HemantSorenJMM @PMOIndia @mygovindia JAI HIND,Jharkhand
61729,25/03/2020,Everyone should know about this important information regarding COVID-19  Especially the citizens of #Jharkhand. In a single page you can find What to do  what not to do &amp; 24*7 toll free helpline numbers. #stayhome #savelives @HemantSorenJMM @JharkhandCMO @prdjharkhand,Jharkhand
61730,25/03/2020,Whoever has the capability  take the pledge to take care of 9 families for 21 days  it will be a true 'Navratri'. Due to the lockdown  animals are also facing trouble. I appeal to people to take care of the animals around them: Prime Minister @PMOIndia @narendramodi @BJP4India,Jharkhand
61731,25/03/2020,Thank you sir if any person willingly break the complete lockdown plz taken storng action against them ,Jharkhand
61732,25/03/2020,People of #ramgarh aren't taking it #COVID2019 #lockdownindia seriously  on the very first day of #lockdown at #ramgarh i saw too many people were roaming (by walk  on two wheeler &amp; on four wheeler) on NH-33 near Ramgarh College Gate like it's a normal situation. @DC_Ramgarh,Jharkhand
61733,25/03/2020,@dcgodda @goddapolice @jhpolgda Happy to see Lalmatia police Hard work for the lockdown. Salute... Jai hind,Jharkhand
61734,25/03/2020,Anyone who is asking about @AmitShah Ji Whereabouts Please venture outside you will experience him in each and every Policemen who are working hard to keep infection away. #LockdownActions #lockdown #lockdownindia #LockdownQuery #Lockdown21 #CoronavirusLockdown #coronavirusindia,Jharkhand
61735,25/03/2020,Look down for how people follow lockdown . They won't understand unless ......... It's High time.. #CoronavirusLockdown #CurfewInIndia #PMModiOnCorona #PMModi #chaibasa #dcranc #Coronaindia #ABPnews,Jharkhand
61736,25/03/2020,@DC_Ramgarh Sir  there is a lockdown for 21 days  then I would request you to give permission to open clothes shops once a week and also to open a temple for a few hours for flag worship on the day of Navami Puja. @sisodia_deeepak,Jharkhand
63920,26/03/2020,Not only billionaires and celibrity  every Indian has to contribute and donate money as per their capacity for the sake of #CoronavirusOutbreak . And should be doing the thing and abide with the government rules which can help to protect India from #CoronaVirus.#KhiladiBaaz,Jharkhand
63921,26/03/2020,Please do your proper Research about #coronavirus The Chinese government has murdered one of their doctor who was supposed to tell the truth about #COVID2019 which Chinese government tried hiding from the world. It's a conspiracy of Chinese govt &amp; are exposed now. #ChineseVirus,Jharkhand
63922,26/03/2020,https://youtu.be/eMyV4_1KhGY Prey for Song by me against #coronavirus (COVID-19) Please watch and support Also hit subscribe and like button,Jharkhand
63923,26/03/2020,The way people have #stayed at home today is very admirable Similarly  following the government orders  #continue this #fight even further  we will #definitely #win. #StayHomeSaveLives #Coronavirus ,Jharkhand
63924,26/03/2020,The way people have #stayed at home today is very admirable Similarly  following the government orders  #continue this #fight even further  we will #definitely #win. #StayHomeSaveLives #Coronavirus ,Jharkhand
63925,26/03/2020,Corona_Virus_The_Silent_Killer_,Jharkhand
63926,26/03/2020,India fight corona virus  Be Safe At Your Home....,Jharkhand
63927,26/03/2020,"Lockdown Not Enough  ""Find  Isolate  Test  Treat"": WHO On Coronavirus - NDTV ",Jharkhand
63928,26/03/2020,In India some #ModiHaters not taking this #CoronaOutbreak seriously and doing politics over #SocialMedia against #PMModi and India. In America  Spain  Italy  Iran #CoronaVirus increasing leaps and bounds and they are making fun of #GovtAction. #LetsDefeatCorona,Jharkhand
63929,26/03/2020,@capt_amarinder sir plz help #IndiaFightsCorona ,Jharkhand
63930,26/03/2020,This is the situations in lockdown. thats how india fight against corona. Please i requst to police team to do something. @aajtak i request you to report in my village nonihat jharkhand,Jharkhand
63931,26/03/2020,India fight corona virus  Be Safe At Your Home....,Jharkhand
63932,26/03/2020,#Hazaribagh jeetega #Corona harega. Stand United stay home save lives says the sand. #Hazaribaghfightcorona #IndiaFightsCorona #SocialDistancingSavesLives @HemantSorenJMM @BannaGupta76 @PMOIndia @DC_Hazaribag @prdjharkhand @HazaribagJmm @MoHFW_INDIA ,Jharkhand
65790,26/03/2020,https://youtu.be/eMyV4_1KhGY Prey for Song by me against #coronavirus (COVID-19) Please watch and support Also hit subscribe and like button,Jharkhand
65791,26/03/2020,COVID-19 Are you guys agree,Jharkhand
65792,26/03/2020,@DrTedros should head China health organisation instead of WHO. He was so busy praising China &amp; undermining the COVID 19 threat that he failed to prepare the world for what was coming. #ChineseVirus19 #ChineseVirusCorona #WuhanVirus #WuhanHealthOrgani,Jharkhand
65793,26/03/2020,I don't think you should work in India please visit Wuhan and Report from there. You seems to be a good Chinese ass licker. #21daylockdown #ChineseVirus19 #ChineseVirus #100DaysOfCode #lockdown #301DaysOfCode,Jharkhand
65794,26/03/2020,Immediate help should be provided to agricultural labours suffering from hunger and facilities stucked in kothagudem telangana due to lockdown. Many are from Maharashtra . They are unable to get daily need. Please help and support.@CMOMaharashtra @TelanganaCMO @Collector_BDD,Jharkhand
65795,26/03/2020,This is the situations in lockdown. thats how india fight against corona. Please i requst to police team to do something. @aajtak i request you to report in my village nonihat jharkhand,Jharkhand
65796,26/03/2020,Lockdown day 2 I support lockdown save your life then stay at home #CoronavirusLockdown #coronavirusindia @narendramodi @msdhoni @imVkohli @RahulGandhi @realDonaldTrump,Jharkhand
65797,26/03/2020,@HRDMinistry @Naveen_Odisha being a student would like to bring an issue to your concern that in this lockdown and crisis period our colleges are asking for assignments and activities written copies some of us havenât even reached home where will we fin,Jharkhand
65798,26/03/2020,@nishikant_dubey sir my village is not having electricity as the transformer is not working as electricity officials said that it will be done after lockdown as we all know this is gonna take soo long how will we survive please sir look itna the matter an,Jharkhand
65799,26/03/2020,@HemantSorenJMM sir my village is not having electricity as the transformer is not working Offiicials is saying that it will be done after lockdown as we all know lockdown is gonaa take soo long how will we survive without electricity please sir look into,Jharkhand
65800,26/03/2020,@narendramodi @SriSri Thanks to our lockdown. They can now cherish the moment on the roads of CP  Delhi. Earth healing itself n taking care of those who were neglected ! The temp will drop  pollution b it noise air water will decrease  most importantly we,Jharkhand
65801,26/03/2020,"Lockdown Not Enough  ""Find  Isolate  Test  Treat"": WHO On Coronavirus - NDTV ",Jharkhand
65802,26/03/2020,@JharkhandCMO @PMO_NaMo @WHO @DC_Ramgarh lock down is not working properly.indian are fighting with police.if you respected person are not taking any hard action against this issue then india became next italy.,Jharkhand
68126,26/03/2020,Not only billionaires and celibrity  every Indian has to contribute and donate money as per their capacity for the sake of #CoronavirusOutbreak . And should be doing the thing and abide with the government rules which can help to protect India from #CoronaVirus.#KhiladiBaaz,Jharkhand
68127,26/03/2020,You do it  God  my name is happening. people sitting in the last row should not think of themselves as alone  we all will be successful in defeating the corona virus. Contact - Message WhatsApp Pay - 6203869974,Jharkhand
68128,26/03/2020,Please do your proper Research about #coronavirus The Chinese government has murdered one of their doctor who was supposed to tell the truth about #COVID2019 which Chinese government tried hiding from the world. It's a conspiracy of Chinese govt &amp; are exposed now. #ChineseVirus,Jharkhand
68129,26/03/2020,https://youtu.be/eMyV4_1KhGY Prey for Song by me against #coronavirus (COVID-19) Please watch and support Also hit subscribe and like button,Jharkhand
68130,26/03/2020,The way people have #stayed at home today is very admirable Similarly  following the government orders  #continue this #fight even further  we will #definitely #win. #StayHomeSaveLives #Coronavirus ,Jharkhand
68131,26/03/2020,The way people have #stayed at home today is very admirable Similarly  following the government orders  #continue this #fight even further  we will #definitely #win. #StayHomeSaveLives #Coronavirus ,Jharkhand
68132,26/03/2020,Corona_Virus_The_Silent_Killer_,Jharkhand
68133,26/03/2020,India fight corona virus  Be Safe At Your Home....,Jharkhand
68134,26/03/2020,"Lockdown Not Enough  ""Find  Isolate  Test  Treat"": WHO On Coronavirus - NDTV ",Jharkhand
68135,26/03/2020,In India some #ModiHaters not taking this #CoronaOutbreak seriously and doing politics over #SocialMedia against #PMModi and India. In America  Spain  Italy  Iran #CoronaVirus increasing leaps and bounds and they are making fun of #GovtAction. #LetsDefeatCorona,Jharkhand
68136,26/03/2020,https://youtu.be/eMyV4_1KhGY Prey for Song by me against #coronavirus (COVID-19) Please watch and support Also hit subscribe and like button,Jharkhand
68137,26/03/2020,COVID-19 Are you guys agree,Jharkhand
68138,26/03/2020,@DrTedros should head China health organisation instead of WHO. He was so busy praising China &amp; undermining the COVID 19 threat that he failed to prepare the world for what was coming. #ChineseVirus19 #ChineseVirusCorona #WuhanVirus #WuhanHealthOrgani,Jharkhand
68139,26/03/2020,I don't think you should work in India please visit Wuhan and Report from there. You seems to be a good Chinese ass licker. #21daylockdown #ChineseVirus19 #ChineseVirus #100DaysOfCode #lockdown #301DaysOfCode,Jharkhand
68140,26/03/2020,Immediate help should be provided to agricultural labours suffering from hunger and facilities stucked in kothagudem telangana due to lockdown. Many are from Maharashtra . They are unable to get daily need. Please help and support.@CMOMaharashtra @TelanganaCMO @Collector_BDD,Jharkhand
68141,26/03/2020,This is the situations in lockdown. thats how india fight against corona. Please i requst to police team to do something. @aajtak i request you to report in my village nonihat jharkhand,Jharkhand
68142,26/03/2020,Lockdown day 2 I support lockdown save your life then stay at home #CoronavirusLockdown #coronavirusindia @narendramodi @msdhoni @imVkohli @RahulGandhi @realDonaldTrump,Jharkhand
68143,26/03/2020,@HRDMinistry @Naveen_Odisha being a student would like to bring an issue to your concern that in this lockdown and crisis period our colleges are asking for assignments and activities written copies some of us havenât even reached home where will we fin,Jharkhand
68144,26/03/2020,@nishikant_dubey sir my village is not having electricity as the transformer is not working as electricity officials said that it will be done after lockdown as we all know this is gonna take soo long how will we survive please sir look itna the matter an,Jharkhand
68145,26/03/2020,@HemantSorenJMM sir my village is not having electricity as the transformer is not working Offiicials is saying that it will be done after lockdown as we all know lockdown is gonaa take soo long how will we survive without electricity please sir look into,Jharkhand
68146,26/03/2020,@narendramodi @SriSri Thanks to our lockdown. They can now cherish the moment on the roads of CP  Delhi. Earth healing itself n taking care of those who were neglected ! The temp will drop  pollution b it noise air water will decrease  most importantly we,Jharkhand
68147,26/03/2020,"Lockdown Not Enough  ""Find  Isolate  Test  Treat"": WHO On Coronavirus - NDTV ",Jharkhand
68148,26/03/2020,@JharkhandCMO @PMO_NaMo @WHO @DC_Ramgarh lock down is not working properly.indian are fighting with police.if you respected person are not taking any hard action against this issue then india became next italy.,Jharkhand
70243,27/03/2020,Corona virus effect please rules follow ,Jharkhand
70244,27/03/2020,#GharParRahen.... 21 days lock down###covid-19 Corona virus    please friends apne ghar me hi or safe rahe...be Safe at your home ####india fights Corona virus ... ,Jharkhand
70245,27/03/2020,Can you tell me death toll in Beijing and Shanghai due coronavirus covid -19,Jharkhand
70246,27/03/2020,The research came out of MIT  using data from Johns Hopkins University  and found that the maximum number of coronavirus transmissions took place in regions that had temperatures between 3 and 13 Â°C. But in countries with average temperatures above 18 Â°C there &lt;5% cases ,Jharkhand
70247,27/03/2020,The research came out of MIT  using data from Johns Hopkins University found that the maximum number of coronavirus transmissions took place in regions that had temperatures between 3 and 13 Â°C.But in countries with average temperatures above 18 Â°C there were fewer than 5% case,Jharkhand
70248,27/03/2020,@HemantSorenJMM the novel Corona virus is more dengerous to the senior citizens  so please take help the young youth to find out the Corona patent from far vellages rather than people who are more than 55. Your young youth are waiting for your comments.,Jharkhand
70249,27/03/2020,#GharParRahen.... 21 days lock down###covid-19 Corona virus    please friends apne ghar me hi or safe rahe...be Safe at your home ####india fights Corona virus ... ,Jharkhand
72092,27/03/2020,#GharParRahen.... 21 days lock down###covid-19 Corona virus    please friends apne ghar me hi or safe rahe...be Safe at your home ####india fights Corona virus ... ,Jharkhand
72093,27/03/2020,Can you tell me death toll in Beijing and Shanghai due coronavirus covid -19,Jharkhand
72094,27/03/2020,Mahi donates 800 crores . He is really a man of golden heart. #COVID ,Jharkhand
72095,27/03/2020,Railways ready with plan to convert coaches into isolation wards  ICUs for Covid-19 patients https://theprint.in/india/governance/railways-ready-with-plan-to-convert-coaches-into-isolation-wards-icus-for-covid-19-patients/389204/ via @ThePrintIndia,Jharkhand
72096,27/03/2020,CRS Barkakana: Distribution of face mask to employees  Police Officials  employees of PNB & SBI by GM  CRS: a small contribution towards prevention of Covid-2019 #StayAwareStaySafe #StayProtected,Jharkhand
72097,27/03/2020,Yeah exactly .. it's not humane ...china must take responsibility ..they covered the outbreak of covid-19 from whole world ..not even locked there border.. now see whole world is suffering from there ignorant behaviour!!#shamechina,Jharkhand
72098,27/03/2020,#GharParRahen.... 21 days lock down###covid-19 Corona virus    please friends apne ghar me hi or safe rahe...be Safe at your home ####india fights Corona virus ... ,Jharkhand
72099,27/03/2020,@HemantSorenJMM @NitishKumar Migrant workers who are stranded in different states should be kept in schools that are currently lying vacant due to ongoing lockdown. They should be provided food n basic necessities by the state administration where they ar,Jharkhand
72100,27/03/2020,@priyankagandhi @PMOIndia Migrant workers who are stranded in different states should be kept in schools that are currently lying vacant due to ongoing lockdown. They should be provided food n basic necessities by the state administration where they are f,Jharkhand
72101,27/03/2020,@ArvindKejriwal @OfficeofUT Migrant workers who are stranded in different states should be kept in schools that are currently lying vacant due to ongoing lockdown. They should be provided food n basic necessities by the state administration where they are,Jharkhand
72102,27/03/2020,@RahulGandhi @narendramodi Migrant workers who are stranded in different states should be kept in schools that are currently lying vacant due to ongoing lockdown. They should be provided food n basic necessities by the state administration where they are ,Jharkhand
72103,27/03/2020,I support lockdown.#sudhirchaudhary #fightsagainstcorona #21daylockdown,Jharkhand
72104,27/03/2020,21 days Lockdown . Everyone please stay at . Home &amp; stay safe Save our Bharat Let's fight this together &amp; bounce back stronger from this.,Jharkhand
72105,27/03/2020,Please start mahabharat in doordarshan tv till india lockdown  so that people can stay in home.,Jharkhand
72106,27/03/2020,lockdown ,Jharkhand
74228,27/03/2020,Corona virus effect please rules follow ,Jharkhand
74229,27/03/2020,#GharParRahen.... 21 days lock down###covid-19 Corona virus    please friends apne ghar me hi or safe rahe...be Safe at your home ####india fights Corona virus ... ,Jharkhand
74230,27/03/2020,Can you tell me death toll in Beijing and Shanghai due coronavirus covid -19,Jharkhand
74231,27/03/2020,The research came out of MIT  using data from Johns Hopkins University  and found that the maximum number of coronavirus transmissions took place in regions that had temperatures between 3 and 13 Â°C. But in countries with average temperatures above 18 Â°C there &lt;5% cases ,Jharkhand
74232,27/03/2020,The research came out of MIT  using data from Johns Hopkins University found that the maximum number of coronavirus transmissions took place in regions that had temperatures between 3 and 13 Â°C.But in countries with average temperatures above 18 Â°C there were fewer than 5% case,Jharkhand
74233,27/03/2020,@HemantSorenJMM the novel Corona virus is more dengerous to the senior citizens  so please take help the young youth to find out the Corona patent from far vellages rather than people who are more than 55. Your young youth are waiting for your comments.,Jharkhand
74234,27/03/2020,How many people have been killed by this terrorist corona virus? Pray to God to protect the world's people from this dangerous terrorist corona virus,Jharkhand
74235,27/03/2020,#GharParRahen.... 21 days lock down###covid-19 Corona virus    please friends apne ghar me hi or safe rahe...be Safe at your home ####india fights Corona virus ... ,Jharkhand
74236,27/03/2020,Can you tell me death toll in Beijing and Shanghai due coronavirus covid -19,Jharkhand
74237,27/03/2020,Mahi donates 800 crores . He is really a man of golden heart. #COVID ,Jharkhand
74238,27/03/2020,Railways ready with plan to convert coaches into isolation wards  ICUs for Covid-19 patients https://theprint.in/india/governance/railways-ready-with-plan-to-convert-coaches-into-isolation-wards-icus-for-covid-19-patients/389204/ via @ThePrintIndia,Jharkhand
74239,27/03/2020,CRS Barkakana: Distribution of face mask to employees  Police Officials  employees of PNB & SBI by GM  CRS: a small contribution towards prevention of Covid-2019 #StayAwareStaySafe #StayProtected,Jharkhand
74240,27/03/2020,Yeah exactly .. it's not humane ...china must take responsibility ..they covered the outbreak of covid-19 from whole world ..not even locked there border.. now see whole world is suffering from there ignorant behaviour!!#shamechina,Jharkhand
74241,27/03/2020,#GharParRahen.... 21 days lock down###covid-19 Corona virus    please friends apne ghar me hi or safe rahe...be Safe at your home ####india fights Corona virus ... ,Jharkhand
74242,27/03/2020,@HemantSorenJMM @NitishKumar Migrant workers who are stranded in different states should be kept in schools that are currently lying vacant due to ongoing lockdown. They should be provided food n basic necessities by the state administration where they ar,Jharkhand
74243,27/03/2020,@priyankagandhi @PMOIndia Migrant workers who are stranded in different states should be kept in schools that are currently lying vacant due to ongoing lockdown. They should be provided food n basic necessities by the state administration where they are f,Jharkhand
74244,27/03/2020,@ArvindKejriwal @OfficeofUT Migrant workers who are stranded in different states should be kept in schools that are currently lying vacant due to ongoing lockdown. They should be provided food n basic necessities by the state administration where they are,Jharkhand
74245,27/03/2020,@RahulGandhi @narendramodi Migrant workers who are stranded in different states should be kept in schools that are currently lying vacant due to ongoing lockdown. They should be provided food n basic necessities by the state administration where they are ,Jharkhand
74246,27/03/2020,I support lockdown.#sudhirchaudhary #fightsagainstcorona #21daylockdown,Jharkhand
74247,27/03/2020,21 days Lockdown . Everyone please stay at . Home &amp; stay safe Save our Bharat Let's fight this together &amp; bounce back stronger from this.,Jharkhand
74248,27/03/2020,Please start mahabharat in doordarshan tv till india lockdown  so that people can stay in home.,Jharkhand
74249,27/03/2020,lockdown ,Jharkhand
76267,28/03/2020,#GodIsOne but his names are many  in the same way Human is one but his religion and castes are different. So  do not fight over religion and caste just be a human. This a crucial time where world is on danger due to #CoronaVirus. So  do not fight over religion.#BehumanSaveWorld .,Jharkhand
76268,28/03/2020,After watching situation at annand vihar station I must say @ArvindKejriwal sir you put india towards third stage of corona virus. @narendramodi. @KapilMishra_IND @RahulGandhi,Jharkhand
76269,28/03/2020,Its vry proud 4 me 2 contribute a small amount to d Chief Minister's #Relief Fund 2 provide help 2 the needy people in this difficult situation along with my duty.I stand wid our respected @HemantSorenJMM sir n d people in dis fight against #coronavirus #StayHomeSaveLifes ,Jharkhand
76270,28/03/2020,Juss a little Donation For @narendramodi ji for #PMCARES to Fight Corona Virus please accept the little Donation à¤¹à¤® à¤¸à¤¬ à¤à¤ªà¤à¥ à¤¸à¤¾à¤¥ à¤¹à¥à¤ à¤¸à¤° @PhonePe_ #IndiaFightsCorona,Jharkhand
76271,28/03/2020,Like a team in the game of cricket. I am my family will be stay home together to win the battle against #CoronaVirus. Will you do the same win the game for your family and fellow countrymen? #Bestrong #Beunite #FightCronavirus #21daysLockdownIndia #21daychallenge,Jharkhand
76272,28/03/2020,We have rookies who are involved in Cricket who knows what could have happened. But his prediction about Coronavirus Pendemic is very correct,Jharkhand
76273,28/03/2020,Yes this is @JharkhandPolice putting himself in risk is deployed on the roads the faces of Jharkhand Polices brave policemen who are doing their duty between the danger about the #coronavirus It is an example of human condolences that can shake the humanity of anyone @PMOIndia,Jharkhand
76274,28/03/2020,#Lockdown21days   be safe at your home ###India fights Corona virus ####covid-19..... ,Jharkhand
76275,28/03/2020,Honorable Prime Minister @narendramodi Ji   I'm common man and I am giving my small support  I am able to give only this much  I am giving my nominal contribution in times of trouble in the country  #PMCaresFund #COVID19 #IndiaFightsCorona,Jharkhand
76276,28/03/2020,My Secret Terrius a South Korean webseries broadcasted on #Netflix in 2018 clearly stated about this virus #COVID19 or #CORONA . China altered a normal influenza virus into a mutant virus and it's a bloody lethal weapon against competing economies.#BloodyChina #CoronaLockdown,Jharkhand
76277,28/03/2020,@RanjanGogoii Dear Children. Let's hit the #Covid19 #lockdown with positivity of thoughts and creativity. #StayhomeStaysafe and Stay Creative. #DigitalArtFest for students of Class 1 to 6. à¤à¤ª à¤à¤° à¤®à¥ à¤°à¤¹à¥ #21DaysChallenge @HemantSorenJMM @D,Jharkhand
76278,28/03/2020,Dear Children. Let's hit the #Covid19 #lockdown with positivity of thoughts and creativity. #StayhomeStaysafe and Stay Creative. #DigitalArtFest for students of Class 1 to 6. Draw / Paint on given topics and send a scan / photo of your artwork. ,Jharkhand
76279,28/03/2020,Honorable Prime Minister @narendramodi Ji   I'm common man and I am giving my small support  I am able to give only this much  I am giving my nominal contribution in times of trouble in the country  #PMCaresFund #COVID19 #IndiaFightsCorona ,Jharkhand
76280,28/03/2020,Juss a little Donation For @narendramodi ji for #PMCARES to Fight Corona Virus please accept the little Donation à¤¹à¤® à¤¸à¤¬ à¤à¤ªà¤à¥ à¤¸à¤¾à¤¥ à¤¹à¥à¤ à¤¸à¤° @PhonePe_ #IndiaFightsCorona ,Jharkhand
76281,28/03/2020,#Lockdown21days   be safe at your home ###India fights Corona virus ####covid-19..... ,Jharkhand
78177,28/03/2020,LBSSNA association also decides to contribute Rs. 15 lakhs to the PM-CARES fund as its initial contribution to combat COVID 19. All members to contribute at least day's salary also. Many association and rich personalities also contributing We will win this fight against COVID 19,Jharkhand
78178,28/03/2020,#Lockdown21days   be safe at your home ###India fights Corona virus ####covid-19..... ,Jharkhand
78179,28/03/2020,It is not being telecasted on all the TV Channels for this #lockdown period. Sometimes  you can appreciate some initiatives. There are many who have memories attached to these TV shows. This kind of attitude is not good for either your mental health or spiritual health.,Jharkhand
78180,28/03/2020,I will win and I believe and our 21 day lock down will benefit India and the whole world as well  due to the poisonous gases  motor vehicles coming out of our big factories. Carbon monoxide coming out of it and very sary such factories which will be closed for a full 21 days.,Jharkhand
78181,28/03/2020,@ArvindKejriwal sir kindly request you..my some villagers work in Delhi  Noida  gurgoan facing lockdown all are in very poor condition ...so plz help us,Jharkhand
78182,28/03/2020,@HemantSorenJMM sir kindly request you..my some villagers work in Delhi  Noida  gurgoan facing lockdown all are in very poor condition ...so plz help us,Jharkhand
78183,28/03/2020,strictly follow the lock down and do not make fun of everything and Arrangements should be made for basic amenities of the public.,Jharkhand
78184,28/03/2020,This is not lockdown  this is the time to your show love to family ,Jharkhand
78185,28/03/2020,@RanjanGogoii Dear Children. Let's hit the #Covid19 #lockdown with positivity of thoughts and creativity. #StayhomeStaysafe and Stay Creative. #DigitalArtFest for students of Class 1 to 6. à¤à¤ª à¤à¤° à¤®à¥ à¤°à¤¹à¥ #21DaysChallenge @HemantSorenJMM @D,Jharkhand
78186,28/03/2020,Dear Children. Let's hit the #Covid19 #lockdown with positivity of thoughts and creativity. #StayhomeStaysafe and Stay Creative. #DigitalArtFest for students of Class 1 to 6. Draw / Paint on given topics and send a scan / photo of your artwork. ,Jharkhand
78187,28/03/2020,I request all of you to do whatever religious work you do in your home. You should worship God from http://home.Do not disturb the system by visiting the temple  mosque  gurudwara  church and wherever you go for religious work. Be patient till the #lockdown. Thank you ,Jharkhand
80670,28/03/2020,#GodIsOne but his names are many  in the same way Human is one but his religion and castes are different. So  do not fight over religion and caste just be a human. This a crucial time where world is on danger due to #CoronaVirus. So  do not fight over religion.#BehumanSaveWorld .,Jharkhand
80671,28/03/2020,After watching situation at annand vihar station I must say @ArvindKejriwal sir you put india towards third stage of corona virus. @narendramodi. @KapilMishra_IND @RahulGandhi,Jharkhand
80672,28/03/2020,In order to deal with the corona virus epidemic  instead of showing them  arrangements should be made to check people coming from other states at the border itself  otherwise the situation will be very frightening,Jharkhand
80673,28/03/2020,Its vry proud 4 me 2 contribute a small amount to d Chief Minister's #Relief Fund 2 provide help 2 the needy people in this difficult situation along with my duty.I stand wid our respected @HemantSorenJMM sir n d people in dis fight against #coronavirus #StayHomeSaveLifes ,Jharkhand
80674,28/03/2020,Juss a little Donation For @narendramodi ji for #PMCARES to Fight Corona Virus please accept the little Donation à¤¹à¤® à¤¸à¤¬ à¤à¤ªà¤à¥ à¤¸à¤¾à¤¥ à¤¹à¥à¤ à¤¸à¤° @PhonePe_ #IndiaFightsCorona,Jharkhand
80675,28/03/2020,Like a team in the game of cricket. I am my family will be stay home together to win the battle against #CoronaVirus. Will you do the same win the game for your family and fellow countrymen? #Bestrong #Beunite #FightCronavirus #21daysLockdownIndia #21daychallenge,Jharkhand
80676,28/03/2020,We have rookies who are involved in Cricket who knows what could have happened. But his prediction about Coronavirus Pendemic is very correct,Jharkhand
80677,28/03/2020,Yes this is @JharkhandPolice putting himself in risk is deployed on the roads the faces of Jharkhand Polices brave policemen who are doing their duty between the danger about the #coronavirus It is an example of human condolences that can shake the humanity of anyone @PMOIndia,Jharkhand
80678,28/03/2020,#Lockdown21days   be safe at your home ###India fights Corona virus ####covid-19..... ,Jharkhand
80679,28/03/2020,LBSSNA association also decides to contribute Rs. 15 lakhs to the PM-CARES fund as its initial contribution to combat COVID 19. All members to contribute at least day's salary also. Many association and rich personalities also contributing We will win this fight against COVID 19,Jharkhand
80680,28/03/2020,#Lockdown21days   be safe at your home ###India fights Corona virus ####covid-19..... ,Jharkhand
80681,28/03/2020,It is not being telecasted on all the TV Channels for this #lockdown period. Sometimes  you can appreciate some initiatives. There are many who have memories attached to these TV shows. This kind of attitude is not good for either your mental health or spiritual health.,Jharkhand
80682,28/03/2020,I will win and I believe and our 21 day lock down will benefit India and the whole world as well  due to the poisonous gases  motor vehicles coming out of our big factories. Carbon monoxide coming out of it and very sary such factories which will be closed for a full 21 days.,Jharkhand
80683,28/03/2020,@ArvindKejriwal sir kindly request you..my some villagers work in Delhi  Noida  gurgoan facing lockdown all are in very poor condition ...so plz help us,Jharkhand
80684,28/03/2020,@HemantSorenJMM sir kindly request you..my some villagers work in Delhi  Noida  gurgoan facing lockdown all are in very poor condition ...so plz help us,Jharkhand
80685,28/03/2020,strictly follow the lock down and do not make fun of everything and Arrangements should be made for basic amenities of the public.,Jharkhand
80686,28/03/2020,This is not lockdown  this is the time to your show love to family ,Jharkhand
80687,28/03/2020,@RanjanGogoii Dear Children. Let's hit the #Covid19 #lockdown with positivity of thoughts and creativity. #StayhomeStaysafe and Stay Creative. #DigitalArtFest for students of Class 1 to 6. à¤à¤ª à¤à¤° à¤®à¥ à¤°à¤¹à¥ #21DaysChallenge @HemantSorenJMM @D,Jharkhand
